ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,account_id,escalation_flag
T-41c4aa,2023-10-31,2023-10-31 11:00:00,,low,144.0,,,
T-559617,,2023-07-15 20:00:00,20.0,high,30.0,,,
T-91b90d,2024-12-26,2024-12-26 17:00:00,17.0,high,109.0,4.0,,
T-9f53ca,2024-01-23,2024-01-24 05:00:00,29.0,high,157.0,,,
T-aba492,2023-09-14,2023-09-14 09:00:00,9.0,low,36.0,,,
,2023-04-05,2023-04-05 13:00:00,13.0,low,,4.0,,
T-B68Fa5,2023-10-13,2023-10-13 11:00:00,11.0,medium,101.0,,,
T-13b65c,2024-04-24,2024-04-24 18:00:00,18.0,urgent,,5.0,,
T-2c42d0,2023-07-06,2023-07-06 01:00:00,1.0,urgent,144.0,3.0,,
T-583d4d,2023-05-12,2023-05-13 14:00:00,,medium,91.0,5.0,,
T-19c13c,2023-04-27,2023-04-27 13:00:00,13.0,urgent,177.0,,,
T-671909,2023-05-05,2023-05-07 10:00:00,,medium,60.0,,,
T-cdecbd,2024-12-08,2024-12-08 12:00:00,12.0,low,133.0,3.0,,
T-8934E8,,2024-04-24 23:00:00,71.0,medium,49.0,,,
T-9d9a08,2024-03-22,2024-03-24 18:00:00,66.0,urgent,105.0,3.0,,
T-27d2a6,2024-04-21,2024-04-22 07:00:00,31.0,low,102.0,,,
T-f5bee9,2023-07-18,2023-07-20 03:00:00,51.0,low,,3.0,,
T-4f404a,2024-03-07,2024-03-07 02:00:00,2.0,high,115.0,,,
T-454d17,2023-09-01,2023-09-01 17:00:00,17.0,urgent,90.0,3.0,,
T-61208e,2024-10-09,2024-10-11 19:00:00,67.0,medium,,4.0,,
T-3e18cf,2024-09-27,2024-09-29 12:00:00,60.0,high,152.0,,,
T-ead922,2024-06-03,2024-06-03 06:00:00,,urgent,,5.0,,
T-da4f37,2024-09-01,2024-09-01 09:00:00,9.0,,161.0,4.0,,
T-0e6a8b,2024-06-23,2024-06-25 23:00:00,71.0,medium,66.0,4.0,,
T-a1bceb,2023-09-24,2023-09-25 17:00:00,41.0,high,105.0,,,
T-57367e,2024-12-06,2024-12-08 15:00:00,63.0,high,39.0,,,
T-0aeed3,2024-06-27,2024-06-28 00:00:00,24.0,low,,,,
T-60C7C9,2023-10-17,2023-10-18 04:00:00,28.0,low,45.0,,,
T-c67fd7,2024-06-28,2024-06-30 05:00:00,53.0,urgent,30.0,,,
T-2521f4,2024-08-28,2024-08-28 14:00:00,14.0,,13.0,,,
T-2066B3,2023-05-19,,,urgent,87.0,3.0,,
T-47940c,2024-11-22,2024-11-23 18:00:00,42.0,medium,34.0,3.0,,
,2024-05-10,2024-05-10 04:00:00,4.0,urgent,89.0,3.0,,
T-574fcf,2023-03-25,2023-03-26 03:00:00,27.0,medium,106.0,5.0,,
,2024-08-22,2024-08-23 23:00:00,47.0,low,152.0,4.0,,
T-136b9e,2023-05-06,2023-05-08 06:00:00,54.0,high,164.0,,,
T-14733a,2023-05-06,2023-05-06 16:00:00,16.0,,155.0,5.0,,
T-2fc301,2024-06-10,2024-06-10 11:00:00,11.0,high,102.0,4.0,,
T-5f7300,,2024-07-27 11:00:00,59.0,medium,117.0,,,
T-d84002,2023-02-16,2023-02-18 11:00:00,59.0,low,2.0,5.0,,
T-d85104,,,23.0,low,151.0,5.0,,
T-b6eb59,2024-09-07,2024-09-07 17:00:00,17.0,medium,4.0,,,
T-6c4112,2024-02-27,2024-02-28 20:00:00,44.0,urgent,,,,
T-da4869,2023-09-11,2023-09-11 12:00:00,12.0,medium,79.0,5.0,,
T-81b73d,2023-01-28,2023-01-30 13:00:00,61.0,medium,9.0,,,
T-a6e8f4,2024-02-16,2024-02-18 20:00:00,68.0,low,172.0,4.0,,
T-6b989d,2024-09-06,2024-09-08 17:00:00,65.0,high,49.0,,,
T-2694CC,2023-07-03,2023-07-05 03:00:00,51.0,,124.0,3.0,,
T-60bb06,2024-11-20,2024-11-22 08:00:00,56.0,low,144.0,,,
,2023-05-09,2023-05-11 05:00:00,53.0,low,133.0,,,
T-1103cb,2024-08-01,2024-08-01 05:00:00,5.0,,113.0,,,
T-7a5dca,2023-11-02,2023-11-04 19:00:00,67.0,high,28.0,,,
T-9b4be2,2024-04-08,2024-04-09 18:00:00,42.0,low,112.0,5.0,,
T-4d5634,2024-11-04,2024-11-06 23:00:00,71.0,medium,76.0,3.0,,
,2024-01-24,2024-01-24 01:00:00,1.0,medium,94.0,,,
,2023-02-24,2023-02-24 12:00:00,12.0,high,23.0,4.0,,
T-f255e4,2023-01-08,2023-01-09 05:00:00,29.0,medium,146.0,3.0,,
T-fad580,2023-12-04,2023-12-06 09:00:00,57.0,low,103.0,3.0,,
T-1dd5b9,2023-08-08,2023-08-08 02:00:00,2.0,high,74.0,,,
T-7d4d61,2024-06-11,2024-06-13 23:00:00,71.0,urgent,75.0,5.0,,
T-659542,2024-03-18,2024-03-18 13:00:00,13.0,,167.0,4.0,,
T-742d41,2024-09-27,2024-09-27 09:00:00,9.0,medium,63.0,5.0,,
T-b72962,2024-04-25,,61.0,medium,128.0,,,
T-fb779c,2024-04-09,2024-04-11 19:00:00,67.0,urgent,89.0,4.0,,
T-b43d8e,2024-12-09,2024-12-09 20:00:00,20.0,low,84.0,,,
T-204881,2024-07-24,2024-07-25 04:00:00,28.0,urgent,80.0,,,
T-3d5a91,2024-09-12,,6.0,urgent,78.0,5.0,,
T-3aa7e7,2024-02-28,2024-02-29 09:00:00,,low,96.0,,,
,,2024-10-16 13:00:00,37.0,high,4.0,,,
T-7dc53f,2024-02-04,2024-02-04 19:00:00,19.0,,86.0,3.0,,
T-1b9c71,2023-02-11,2023-02-13 04:00:00,52.0,high,79.0,,,
T-921d17,2023-05-23,2023-05-24 00:00:00,24.0,low,50.0,4.0,,
,2024-07-05,2024-07-06 13:00:00,37.0,medium,134.0,,,
T-95e4a6,2024-11-15,2024-11-16 20:00:00,44.0,high,128.0,5.0,,
T-c014ff,2023-03-21,2023-03-23 02:00:00,50.0,low,68.0,,,
,2024-04-24,2024-04-25 07:00:00,31.0,high,140.0,4.0,,
T-83656f,2023-12-19,2023-12-20 10:00:00,34.0,low,33.0,4.0,,
T-863c07,2023-04-07,2023-04-08 18:00:00,42.0,urgent,12.0,3.0,,
T-aeb97e,2023-05-15,2023-05-15 01:00:00,1.0,medium,151.0,,,
T-56fa73,2023-05-03,2023-05-05 23:00:00,71.0,low,49.0,4.0,,
T-519f79,,2024-07-09 13:00:00,13.0,low,176.0,3.0,,
,2024-08-05, 2024-08-05 08:00:00    ,133.0,low,150.0,7.0,,
T-db5a57,2024-10-17,2024-10-18 22:00:00,46.0,high,43.0,5.0,,
T-b52bf0,2023-11-03,2023-11-04 10:00:00,34.0,high,157.0,4.0,,
T-3b9875,2024-05-09,2024-05-11 04:00:00,52.0,urgent,168.0,,,
T-ba77b3,2023-10-31,2023-11-01 00:00:00,24.0,,136.0,,,
T-762c9d,2024-05-11,2024-05-12 07:00:00,31.0,high,118.0,,,
T-4b2bf5,2024-03-31,2024-04-01 21:00:00,45.0,low,37.0,4.0,,
T-49e4f6,2024-10-22,2024-10-24 09:00:00,57.0,high,46.0,4.0,,
,2023-02-11,2023-02-11 18:00:00,18.0,low,62.0,,,
T-a2a84a,,2023-03-31 21:00:00,45.0,medium,36.0,4.0,,
T-53a3f9,2024-12-10,2024-12-10 19:00:00,19.0,high,118.0,,,
T-dc9ef3,2023-06-21,2023-06-23 16:00:00,64.0,urgent,63.0,,,
T-3830ca,2024-01-31,,49.0,urgent,7.0,,,
T-c18da8,2024-07-19,2024-07-19 02:00:00,2.0,high,91.0,,,
,2023-07-20, 2023-07-21 09:00:00    ,33.0,urgent,47.0,,,
T-d65b5b,2024-03-06,2024-03-07 23:00:00,47.0,medium,103.0,3.0,,
T-539103,2023-06-19,2023-06-21 20:00:00,68.0,urgent,134.0,3.0,,
T-2b8a81,2023-07-05,2023-07-07 02:00:00,50.0,urgent,,3.0,,
T-8416bb,2024-02-20,2024-02-22 12:00:00,60.0,high,,,,
T-42efc2,2024-01-08,2024-01-08 23:00:00,23.0,high,159.0,,,
T-0171B1,2024-05-09, 2024-05-11 06:00:00    ,54.0,high,153.0,4.0,,
T-93c07c,2024-08-01,2024-08-01 08:00:00,8.0,low,152.0,4.0,,
,2024-08-15,2024-08-17 18:00:00,66.0,high,165.0,,,
T-d466fd,2024-05-06,2024-05-06 02:00:00,2.0,high,122.0,,,
T-04c2d4,2023-08-15,2023-08-16 13:00:00,37.0,low,86.0,,,
 T-a6af13    ,2024-12-02,2024-12-03 11:00:00,35.0,,149.0,,,
T-aacbf9,2023-10-17,2023-10-18 19:00:00,43.0,medium,160.0,,,
T-ede109,2023-01-31,2023-02-02 21:00:00,69.0,medium,165.0,,,
T-578a17,2024-02-21,2024-02-24 00:00:00,72.0,low,133.0,,,
,2024-02-20, 2024-02-21 04:00:00    ,28.0,urgent,110.0,3.0,,
T-6816fd,2024-10-23,2024-10-23 16:00:00,16.0,medium,28.0,3.0,,
T-5d5c80,2024-04-12,2024-04-12 10:00:00,10.0,urgent,153.0,4.0,,
T-454c29,2023-03-14,2023-03-15 22:00:00,46.0,urgent,176.0,,,
T-6Bfc83,2023-12-26,2023-12-28 01:00:00,49.0,urgent,59.0,4.0,,
,2023-05-22,,53.0,low,145.0,,,
,2023-11-07,2023-11-09 17:00:00,65.0,urgent,93.0,4.0,,
T-b9e950,2023-10-12,2023-10-12 11:00:00,11.0,low,151.0,4.0,,
T-c4a1cf,2024-05-16,,43.0,urgent,59.0,3.0,,
T-5b26fc,2024-03-30,2024-03-31 06:00:00,30.0,medium,47.0,3.0,,
T-82577a,2024-02-19,2024-02-19 13:00:00,13.0,low,117.0,,,
T-116765,2024-05-23,,20.0,urgent,65.0,4.0,,
T-2ac4b6,2023-07-09,,22.0,low,36.0,3.0,,
T-bdc16a,2023-03-01,2023-03-03 03:00:00,51.0,high,53.0,5.0,,
T-d03843,2024-01-25,2024-01-25 18:00:00,18.0,urgent,14.0,,,
,, 2024-02-25 11:00:00    ,35.0,urgent,133.0,3.0,,
T-ce4793,2024-11-01,2024-11-03 18:00:00,66.0,urgent,60.0,,,
T-c7e31c,2024-07-09,2024-07-11 06:00:00,54.0,high,179.0,,,
T-d3800a,,2023-07-05 03:00:00,,,49.0,,,
T-50cda9,2024-03-01,2024-03-01 17:00:00,17.0,urgent,117.0,5.0,,
T-ee1ef3,2024-10-08,2024-10-10 18:00:00,,medium,141.0,3.0,,
T-0aca85,2024-07-08,2024-07-08 13:00:00,13.0,medium,153.0,4.0,,
T-22968c,2023-05-23,2023-05-24 07:00:00,31.0,low,21.0,,,
T-f0ac4b,2024-01-17,2024-01-19 08:00:00,56.0,high,15.0,3.0,,
T-f660fd,2024-02-21,2024-02-23 15:00:00,63.0,urgent,161.0,,,
T-772188,2024-08-03,,10.0,urgent,68.0,5.0,,
,2023-10-26,2023-10-28 21:00:00,69.0,urgent,25.0,,,
T-d01651,2023-11-28,2023-11-30 04:00:00,52.0,urgent,61.0,,,
T-2422ea,2024-04-14,2024-04-16 15:00:00,63.0,high,49.0,4.0,,
T-7929a5,2024-04-09,,56.0,high,158.0,3.0,,
T-34db33,2024-11-19,2024-11-21 05:00:00,53.0,medium,21.0,,,
T-e58f06,2024-06-08,,29.0,high,155.0,3.0,,
 T-5ed6b6    ,2023-09-28,2023-09-28 10:00:00,10.0,,176.0,,,
T-e9516d,2023-04-03,2023-04-04 00:00:00,24.0,urgent,107.0,,,
T-0016ab,2023-03-30,2023-04-01 19:00:00,67.0,medium,58.0,,,
T-f4724a,2023-09-21,2023-09-22 22:00:00,46.0,urgent,104.0,4.0,,
T-9b56ac,2024-08-20,2024-08-20 22:00:00,22.0,medium,156.0,3.0,,
T-699684,2024-01-30,2024-02-01 09:00:00,57.0,medium,140.0,4.0,,
,2023-07-21,2023-07-22 23:00:00,47.0,high,9.0,,,
T-133e5c,2023-08-16,2023-08-18 23:00:00,71.0,urgent,85.0,4.0,,
T-afb7aa,2023-05-02,2023-05-02 02:00:00,2.0,urgent,25.0,,,
,2023-09-01,2023-09-04 00:00:00,72.0,high,,,,
T-cbdb70,2023-11-12,2023-11-12 15:00:00,15.0,,167.0,,,
T-87b6c4,2023-07-01,,37.0,medium,119.0,,,
T-d9e61f,,2023-05-22 07:00:00,,low,48.0,,,
T-5b0a56,2024-07-24,2024-07-26 20:00:00,68.0,medium,42.0,,,
T-e7c6b3,2023-11-28,2023-11-29 04:00:00,28.0,medium,171.0,5.0,,
T-016258,2023-06-15,,51.0,low,48.0,,,
,2023-11-30,2023-12-02 08:00:00,56.0,low,114.0,5.0,,
T-f7a0c0,2024-04-19,2024-04-21 02:00:00,50.0,,35.0,3.0,,
T-288bdf,,2023-12-22 15:00:00,39.0,,102.0,5.0,,
T-ccab6b,2023-01-23,2023-01-25 22:00:00,70.0,high,,,,
T-a3d4db,,2023-02-09 12:00:00,12.0,medium,38.0,,,
T-61605e,2023-05-30,2023-05-31 01:00:00,25.0,medium,68.0,4.0,,
t-63500c,2023-09-06,,63.0,high,4.0,3.0,,
T-0ae05a,2023-04-14,2023-04-14 01:00:00,1.0,medium,38.0,,,
T-6a8698,,2023-09-14 13:00:00,13.0,medium,59.0,3.0,,
T-00b930,,2024-10-09 23:00:00,23.0,high,179.0,4.0,,
T-a289f8,2024-05-09,2024-05-12 00:00:00,72.0,medium,55.0,5.0,,
T-65b231,2023-09-11,,62.0,low,137.0,5.0,,
 T-4f5aab    ,2024-06-08,2024-06-08 19:00:00,19.0,high,35.0,4.0,,
T-67eb6f,2024-08-09,2024-08-11 03:00:00,51.0,urgent,46.0,,,
T-87a53c,2023-03-25,2023-03-25 13:00:00,13.0,medium,45.0,,,
T-1c81a5,2023-04-18,2023-04-19 18:00:00,42.0,high,40.0,5.0,,
T-de8424,2023-12-29,2023-12-29 03:00:00,3.0,low,19.0,,,
T-ec6d18,2024-09-30,2024-10-02 08:00:00,56.0,high,110.0,5.0,,
,2024-03-28,2024-03-29 19:00:00,43.0,urgent,23.0,,,
T-1e5e13,2024-07-24,2024-07-24 16:00:00,16.0,high,180.0,3.0,,
,2024-10-10,2024-10-12 12:00:00,60.0,high,65.0,,,
T-88702a,2023-01-06,2023-01-06 16:00:00,16.0,high,13.0,,,
T-3196fb,2024-10-25, 2024-10-25 18:00:00    ,18.0,high,68.0,,,
T-4e7b8f,2023-06-08,2023-06-10 03:00:00,51.0,medium,94.0,,,
T-0652b3,2024-09-18,2024-09-18 23:00:00,23.0,urgent,53.0,5.0,,
 T-c50b96    ,2023-03-02, 2023-03-03 07:00:00    ,31.0,urgent,141.0,,,
T-220F5A,2024-04-11,,62.0,urgent,61.0,,,
T-399dc3,2024-12-15,2024-12-16 05:00:00,29.0,medium,127.0,,,
T-73a01a,2024-12-22,2024-12-23 09:00:00,33.0,medium,140.0,,,
T-f07874,2023-09-06,2023-09-06 20:00:00,20.0,,89.0,,,
T-d8b95c,2024-03-29,2024-03-29 06:00:00,6.0,urgent,5.0,4.0,,
T-88d958,2023-06-18,2023-06-20 12:00:00,60.0,urgent,2.0,3.0,,
T-fa61ed,2024-03-08,2024-03-08 13:00:00,13.0,low,128.0,3.0,,
T-0b025f,,2024-02-16 03:00:00,27.0,high,,,,
T-8ab508,2023-07-27,2023-07-27 13:00:00,13.0,high,82.0,,,
,,2024-10-10 01:00:00,25.0,,77.0,,,
,2024-06-17,2024-06-19 02:00:00,50.0,low,8.0,5.0,,
 T-80157c    ,,2024-11-04 01:00:00,49.0,urgent,46.0,,,
T-67c060,2024-10-22,2024-10-23 19:00:00,43.0,low,72.0,3.0,,
,2023-03-13,2023-03-13 09:00:00,9.0,medium,152.0,,,
T-c79d58,2024-12-24,2024-12-26 01:00:00,49.0,medium,32.0,4.0,,
T-4f391f,2024-04-15,2024-04-15 09:00:00,9.0,high,59.0,,,
T-fa6044,2023-09-26,2023-09-26 19:00:00,19.0,high,124.0,5.0,,
T-617256,2023-12-25,2023-12-25 12:00:00,12.0,medium,134.0,3.0,,
T-81da6c,2024-11-21,2024-11-22 13:00:00,37.0,high,78.0,3.0,,
T-637137,2023-08-28,2023-08-29 09:00:00,33.0,high,68.0,,,
,2024-02-22,2024-02-22 21:00:00,21.0,urgent,174.0,5.0,,
T-2748bc,2024-01-16,2024-01-18 13:00:00,61.0,high,73.0,,,
T-538074,2024-04-20,2024-04-20 22:00:00,22.0,low,156.0,4.0,,
T-7480c9,2023-01-05,2023-01-06 07:00:00,31.0,low,39.0,,,
T-0d0fed,2023-12-30,2023-12-31 13:00:00,37.0,medium,29.0,,,
T-a64b83,2023-04-19,2023-04-19 02:00:00,2.0,urgent,121.0,4.0,,
T-563a64,2023-08-20,,,medium,15.0,3.0,,
T-2cb775,2024-10-04,2024-10-04 02:00:00,,low,,4.0,,
T-C83359,2023-07-17,2023-07-17 20:00:00,20.0,low,25.0,3.0,,
T-47A586,2023-09-10,2023-09-10 02:00:00,2.0,,43.0,4.0,,
t-948932,2023-03-14,2023-03-15 12:00:00,,low,116.0,,,
,2024-08-18, 2024-08-19 00:00:00    ,24.0,medium,62.0,3.0,,
T-fd629f,2024-08-23,2024-08-23 17:00:00,17.0,high,52.0,,,
T-04dbe2,2024-07-16,2024-07-16 14:00:00,14.0,,25.0,,,
T-B55B60,2024-08-25,2024-08-25 22:00:00,22.0,low,50.0,5.0,,
,2024-07-25,2024-07-26 12:00:00,36.0,low,15.0,5.0,,
T-394a48,,2023-05-16 19:00:00,67.0,low,170.0,,,
T-9d7afa,2024-03-16,2024-03-16 19:00:00,19.0,urgent,30.0,,,
,2023-03-30,2023-03-31 05:00:00,29.0,medium,43.0,,,
T-f8e692,2023-07-18,2023-07-19 02:00:00,26.0,low,110.0,4.0,,
T-80126f,2024-11-23,2024-11-23 16:00:00,16.0,urgent,52.0,3.0,,
T-bcd0eb,2023-04-12,2023-04-13 23:00:00,47.0,high,173.0,3.0,,
T-53266e,2024-05-03,2024-05-05 05:00:00,,high,30.0,5.0,,
T-2E22Ae,2023-02-11,2023-02-12 04:00:00,28.0,high,8.0,,,
,2024-12-22,2024-12-24 04:00:00,52.0,urgent,79.0,4.0,,
T-3ec5db,2023-05-20,2023-05-22 00:00:00,48.0,urgent,,3.0,,
T-55400f,2024-12-20,2024-12-20 05:00:00,,medium,133.0,4.0,,
T-32884f,2023-08-09,2023-08-10 20:00:00,44.0,high,5.0,5.0,,
T-9b7861,2023-08-29,2023-08-30 13:00:00,37.0,high,23.0,5.0,,
T-9efe75,2024-07-12,2024-07-14 17:00:00,65.0,low,,5.0,,
T-e4d183,2024-09-15,2024-09-16 00:00:00,24.0,low,6.0,5.0,,
,,2023-09-16 10:00:00,10.0,medium,53.0,,,
T-7e7eb8,2024-06-30,2024-07-02 06:00:00,54.0,low,68.0,3.0,,
T-8b710d,2023-02-28,2023-02-28 09:00:00,9.0,low,6.0,,,
T-50ec38,2024-09-15,2024-09-16 18:00:00,42.0,high,127.0,3.0,,
T-ad5952,2023-11-10,2023-11-10 08:00:00,8.0,urgent,,5.0,,
 T-7ebbcc    ,2024-06-18, 2024-06-18 15:00:00    ,15.0,,71.0,,,
T-4f7055,2023-04-16,2023-04-17 17:00:00,,urgent,,3.0,,
T-cc8d03,2024-07-19,2024-07-20 22:00:00,,medium,,3.0,,
T-c30d17,2024-09-07,2024-09-07 09:00:00,9.0,low,104.0,5.0,,
T-f443cd,2024-08-31,2024-09-01 15:00:00,39.0,urgent,86.0,3.0,,
,2024-04-08,,61.0,urgent,89.0,,,
T-34ad09,2023-03-01,2023-03-02 23:00:00,47.0,urgent,37.0,,,
,2023-01-11,2023-01-12 09:00:00,33.0,urgent,,,,
T-afa081,2024-11-22,2024-11-24 15:00:00,63.0,medium,105.0,3.0,,
T-367fe2,2023-05-21,2023-05-22 15:00:00,39.0,,125.0,3.0,,
T-ef7c2f,2023-02-05,2023-02-06 19:00:00,43.0,urgent,,3.0,,
T-9ff2ab,2024-05-27,2024-05-27 17:00:00,17.0,urgent,10.0,,,
T-b6fed7,2023-12-19,2023-12-20 21:00:00,45.0,high,9.0,,,
T-16818f,2024-12-15,2024-12-16 18:00:00,42.0,medium,131.0,4.0,,
T-a41057,2023-04-24,2023-04-25 01:00:00,25.0,high,131.0,,,
T-152c1d,2024-11-03,2024-11-04 16:00:00,40.0,urgent,,5.0,,
T-f17009,2024-09-24,2024-09-26 04:00:00,52.0,medium,71.0,,,
T-d6943a,2023-07-09,,,low,86.0,5.0,,
T-7a84fc,2024-09-13,2024-09-14 00:00:00,24.0,low,4.0,5.0,,
T-000c31,2024-04-05,2024-04-05 21:00:00,21.0,urgent,65.0,,,
T-F5F28C,2024-09-07,2024-09-08 10:00:00,34.0,low,149.0,5.0,,
T-1b7a8e,2023-11-11,2023-11-12 04:00:00,28.0,urgent,169.0,,,
T-964182,2024-04-08,,11.0,medium,19.0,,,
T-fb59aa,2024-04-29,,14.0,high,96.0,,,
T-49e572,2024-09-19,2024-09-20 02:00:00,26.0,medium,48.0,5.0,,
,2024-05-29,2024-05-30 17:00:00,41.0,high,19.0,5.0,,
T-9CBDC5,2024-10-28,2024-10-28 09:00:00,9.0,,18.0,,,
,2023-12-07,2023-12-09 05:00:00,53.0,low,12.0,,,
T-b87a5a,2024-07-24,2024-07-25 19:00:00,43.0,low,175.0,,,
T-76d301,2024-03-29,2024-03-31 07:00:00,55.0,urgent,178.0,4.0,,
T-7d5bb9,2024-09-18,2024-09-20 04:00:00,52.0,urgent,,,,
T-ad72a6,2024-03-03,2024-03-03 10:00:00,10.0,high,10.0,,,
T-370b82,2023-11-24,,49.0,low,87.0,5.0,,
,2023-11-02,2023-11-03 06:00:00,30.0,urgent,117.0,,,
T-262c36,,2023-05-21 19:00:00,67.0,medium,165.0,,,
T-b685e1,2024-03-12,2024-03-13 13:00:00,37.0,medium,111.0,,,
T-1a19ef,2024-09-19,2024-09-19 20:00:00,20.0,medium,98.0,5.0,,
T-85c450,2023-01-05,2023-01-05 05:00:00,5.0,,67.0,,,
T-b0063c,2024-02-17,2024-02-17 23:00:00,23.0,high,111.0,3.0,,
T-a0d060,2023-01-04,2023-01-04 12:00:00,12.0,low,18.0,,,
T-93f669,2024-10-29,,36.0,high,154.0,,,
T-34deb3,2024-05-16,2024-05-18 02:00:00,50.0,high,150.0,,,
t-57f1af,2024-09-20,2024-09-22 03:00:00,51.0,urgent,128.0,,,
T-ba59c1,2024-09-05,2024-09-07 03:00:00,51.0,medium,156.0,,,
T-7917a1,2024-06-09,2024-06-10 16:00:00,40.0,high,125.0,,,
,2024-08-04,,34.0,low,34.0,4.0,,
T-de7b56,2024-11-15,2024-11-17 11:00:00,59.0,medium,3.0,5.0,,
T-9890b1,2023-03-24,2023-03-26 16:00:00,28.0,high,231.0,8.0,,
T-f4b555,2024-02-05,2024-02-06 08:00:00,32.0,medium,3.0,,,
T-d97c4e,2023-07-10,2023-07-12 02:00:00,50.0,high,9.0,,,
T-810e51,2024-07-14,2024-07-14 05:00:00,5.0,low,83.0,4.0,,
T-a8d3cc,2024-11-25,2024-11-26 18:00:00,42.0,urgent,,4.0,,
T-1ce392,2023-12-28,2023-12-29 01:00:00,25.0,urgent,164.0,3.0,,
,2023-10-19,2023-10-21 11:00:00,59.0,,5.0,,,
T-4fa65e,2024-06-03,2024-06-03 18:00:00,18.0,urgent,55.0,,,
T-8d66fe,2023-01-04,2023-01-05 03:00:00,27.0,urgent,171.0,5.0,,
,2024-04-18,2024-04-19 11:00:00,35.0,urgent,131.0,,,
T-3B516F,2023-05-22,,19.0,urgent,167.0,5.0,,
T-30C6E3,2023-11-17,2023-11-18 03:00:00,27.0,,30.0,5.0,,
T-052718,2023-02-12,2023-02-12 08:00:00,8.0,medium,69.0,4.0,,
T-08c89b,2024-04-27,2024-04-28 12:00:00,36.0,urgent,82.0,3.0,,
T-74e1b9,2023-09-06,2023-09-06 21:00:00,21.0,low,138.0,,,
T-20a128,2024-11-26, 2024-11-27 21:00:00    ,45.0,urgent,31.0,3.0,,
T-d23a9b,2023-07-22,2023-07-23 07:00:00,31.0,urgent,95.0,5.0,,
T-c55d61,2023-03-21,2023-03-21 06:00:00,6.0,high,8.0,4.0,,
T-2626fb,2024-05-04,2024-05-04 14:00:00,14.0,high,168.0,,,
t-8ed20f,2023-08-15,,18.0,medium,78.0,,,
T-01dc5a,2024-03-10,2024-03-12 22:00:00,70.0,,115.0,4.0,,
T-279c10,2023-07-09,2023-07-10 09:00:00,33.0,high,149.0,,,
T-a48070,2024-02-10,2024-02-11 14:00:00,38.0,low,111.0,,,
T-aa897f,2024-11-03,2024-11-04 17:00:00,41.0,low,93.0,5.0,,
,2024-10-26,2024-10-27 15:00:00,,medium,,4.0,,
T-4D4A28,2023-07-14,,23.0,,162.0,4.0,,
T-141bed,2023-12-16,2023-12-17 06:00:00,30.0,low,,,,
,,2024-09-25 15:00:00,39.0,urgent,98.0,5.0,,
,2024-11-16,2024-11-16 02:00:00,2.0,high,,4.0,,
T-2968aa,2024-12-11,2024-12-13 11:00:00,59.0,low,143.0,,,
T-9fff22,2024-03-08,2024-03-10 04:00:00,,medium,162.0,,,
T-6503b3,2023-12-19,2023-12-21 18:00:00,66.0,high,24.0,5.0,,
T-2e478d,2023-06-19,2023-06-20 18:00:00,,medium,175.0,,,
T-6d8847,2023-07-16,2023-07-18 02:00:00,50.0,urgent,27.0,,,
T-245f39,,2023-06-30 19:00:00,19.0,urgent,105.0,,,
T-c3e2dd,2024-06-26,2024-06-28 21:00:00,69.0,medium,109.0,4.0,,
T-a32345,2024-11-20,2024-11-20 07:00:00,7.0,medium,,,,
T-42f9b6,2023-05-12,2023-05-12 12:00:00,12.0,urgent,172.0,,,
T-399cd5,2023-03-30,2023-03-30 23:00:00,23.0,urgent,62.0,3.0,,
T-5c4e0b,,2023-09-25 12:00:00,60.0,medium,39.0,3.0,,
T-611dd2,2023-07-22,2023-07-23 05:00:00,29.0,medium,166.0,3.0,,
T-b48c61,2024-11-10,2024-11-12 21:00:00,69.0,medium,74.0,4.0,,
T-34025b,2023-07-15,2023-07-17 22:00:00,70.0,urgent,104.0,,,
T-a0a7fe,2023-02-27,2023-02-28 07:00:00,31.0,,160.0,,,
 T-8c66ed    ,2023-09-20,2023-09-22 17:00:00,65.0,low,38.0,4.0,,
T-6e55e5,2023-06-05,2023-06-06 03:00:00,27.0,high,48.0,5.0,,
T-526bb5,2024-08-10,2024-08-11 17:00:00,41.0,high,135.0,,,
,2023-06-01,2023-06-02 11:00:00,35.0,medium,,5.0,,
T-c87e58,2023-12-11,2023-12-13 16:00:00,64.0,low,102.0,5.0,,
 T-8d611d    ,2023-02-08,,31.0,,125.0,3.0,,
t-a7ddd2,2023-03-29, 2023-03-31 12:00:00    ,60.0,high,169.0,,,
T-e44461,2024-07-08,2024-07-09 00:00:00,38.0,urgent,109.0,8.0,,
,2024-06-26,,44.0,low,176.0,,,
T-65a10b,2023-08-16,2023-08-16 13:00:00,13.0,medium,12.0,3.0,,
T-0c9c88,2024-07-10,2024-07-12 05:00:00,53.0,high,89.0,5.0,,
T-0eef43,2024-03-30,2024-03-30 16:00:00,16.0,low,99.0,3.0,,
T-662a1c,2023-02-01,2023-02-02 08:00:00,32.0,urgent,74.0,5.0,,
T-f37486,2023-02-03,2023-02-03 05:00:00,5.0,urgent,,5.0,,
T-633fa7,2023-09-01,2023-09-02 22:00:00,46.0,urgent,70.0,4.0,,
T-a291f6,2023-09-28,2023-10-01 00:00:00,72.0,urgent,178.0,4.0,,
T-bf9878,2024-11-15,2024-11-17 19:00:00,67.0,urgent,15.0,3.0,,
T-3345a4,2024-12-21,2024-12-23 09:00:00,57.0,low,112.0,,,
