gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,customer_id
Male,66.0,Bangladesh,Sydney,Individual,37.0,Mobile,Quarterly,31.0,4.0,22.685864555016245,,0.1,0.0,50.0,1850.0,Card,1.0,Yes,No,1.0,28.552074744913178,,4.0,0.0,0.85,0.14,,Unsatisfied,2.0,0.0,CUST_00936
Female,69.0,UK,Delhi,SME,,Referral,YEARLY,9.0,1.0,17.324668736856076,7.0,0.32,27.0,20.0,420.0,,0.0,No,No,0.0,18.755130211639237,,3.0,0.0,0.88,0.49,-16.0,,1.0,0.0,CUST_00937
Male,50.0,,Toronto,SME,42.0,Web,Monthly,,0.0,21.43438974363529,4.0,0.17,2.0,20.0,840.0,Card,0.0,No,Yes,1.0,23.79489048694603,Service,5.0,0.0,0.47,0.38,30.0,Neutral,0.0,0.0,CUST_00938
Female,39.0,India,Toronto,SME,57.0,,Monthly,15.0,2.0,11.82066011804739,5.0,0.12,14.0,10.0,570.0,Card,1.0,No,No,0.0,11.175844801955416,Service,3.0,0.0,0.55,,-5.0,Satisfied,2.0,,CUST_00939
Female,67.0,India,Dhaka,,29.0,Web,,7.0,0.0,33.78040825335464,8.0,-0.05,2.0,70.0,2030.0,PayPal,0.0,Yes,No,1.0,33.41841037532984,Service,5.0,0.0,0.39,0.13,5.0,Unsatisfied,0.0,0.0,CUST_00940
Female,64.0,Australia,New York,Enterprise,26.0,Web,Monthly,19.0,3.0,14.219776609475424,3.0,0.44,4.0,10.0,260.0,Card,0.0,No,No,2.0,19.38965049320394,Service,4.0,0.0,0.15,0.49,-55.0,Neutral,0.0,0.0,CUST_00941
Male,22.0,Bangladesh,Berlin,Individual,6.0,Web,Monthly,13.0,,14.56656648836744,7.0,0.1,5.0,20.0,120.0,Card,0.0,,Yes,0.0,19.294354069369337,,4.0,1.0,0.53,0.11,24.0,Satisfied,2.0,0.0,CUST_00942
FEMALE,56.0,USA,,Individual,11.0,Referral, Monthly    ,22.0,4.0,8.629903424575343,4.0,0.07,6.0,70.0,770.0,card,1.0,No,No,0.0,,,2.0,,0.32,0.1,61.0, Satisfied    ,1.0,0.0,CUST_00943
Male,35.0,,Berlin,SME,36.0,Web,Monthly,37.0,,14.103279997764588,4.0,,22.0,30.0,1080.0,PayPal,2.0,No,No,1.0,24.011115817364495,,4.0,0.0,0.86,0.29,-17.0,Neutral,0.0,0.0,CUST_00944
Male,55.0,USA,Dhaka,Individual,20.0,,Yearly,19.0,2.0,8.983164672133107,3.0,-0.13,10.0,10.0,,Card,0.0,No,No,1.0,34.29962692684007,Technical,3.0,1.0,0.1,0.09,16.0,Satisfied,0.0,0.0,CUST_00945
Male,71.0,UK,Dhaka,Individual,44.0,Web,Monthly,24.0,4.0,30.150952598552703,3.0,0.06,2.0,,1320.0,PayPal,0.0,,Yes,1.0,7.586678808197792,Billing,5.0,1.0,0.13,0.15,35.0,Unsatisfied,1.0,0.0,CUST_00946
Male,70.0,Germany,Sydney,,20.0,Web,Monthly,19.0,3.0,2.4130216736085472,3.0,0.15,5.0,50.0,1000.0,PayPal,0.0,No,Yes,4.0,19.43553881715873,Billing,2.0,,0.59,,49.0,Neutral,1.0,0.0,CUST_00947
Female,54.0,,Berlin,SME,27.0,Web,Quarterly,16.0,3.0,,,0.03,1.0,50.0,1350.0,Card,0.0,Yes,Yes,1.0,61.821878489966416,Billing,5.0,0.0,0.69,0.2,30.0,Neutral,1.0,0.0,CUST_00948
Female,47.0,Bangladesh,Dhaka,Individual,6.0,Web,Monthly,27.0,6.0,11.090028904198952,6.0,-0.21,,70.0,420.0,PayPal,1.0,No,No,1.0,15.446431287485638,Technical,3.0,,0.71,0.16,18.0,Neutral,0.0,0.0,CUST_00949
Male,68.0,Bangladesh,Dhaka,SME,33.0,Web,Quarterly,10.0,6.0,17.567594330378412,6.0,0.13,5.0,50.0,1650.0,Card,0.0,Yes,Yes,2.0,30.63502266924628,,3.0,0.0,0.67,0.32,-4.0,Satisfied,2.0,0.0,CUST_00950
Male,48.0,USA,Dhaka,Individual,57.0,Web,Yearly,29.0,3.0,24.49401005745413,2.0,-0.02,3.0,50.0,2850.0,PayPal,0.0,No,No,2.0,31.05773835652188,Billing,4.0,0.0,0.26,0.13,52.0,,1.0,0.0,CUST_00951
Female,27.0,Australia,,Individual,30.0,Mobile,Yearly,12.0,6.0,15.950285123135744,6.0,0.21,14.0,,900.0,Bank Transfer,,Yes,No,1.0,20.968869769195244,Technical,2.0,0.0,0.22,,,Satisfied,0.0,0.0,CUST_00952
Male,32.0,UK,Dhaka,Individual,50.0,Referral,Monthly,33.0,7.0,12.67252735259746,,0.02,0.0,20.0,1000.0,Bank Transfer,0.0,Yes,No,0.0,29.278530131488832,Service,3.0,0.0,0.23,0.47,15.0,Satisfied,0.0,0.0,CUST_00953
Female,59.0,,Dhaka,Individual,34.0,Web,Quarterly,16.0,6.0,15.048467404399888,5.0,,27.0,20.0,680.0,,0.0,No,No,1.0,11.645788576090853,,3.0,0.0,0.16,0.37,84.0,Neutral,2.0,0.0,CUST_00954
Male,65.0,UK,Berlin,SME,5.0,Referral,Monthly,11.0,3.0,20.406632454027672,3.0,0.05,7.0,10.0,50.0,,3.0,No,Yes,,37.74877289424404,Technical,3.0,0.0,0.82,0.19,23.0,Neutral,2.0,0.0,CUST_00955
Male,61.0,Bangladesh,Toronto,SME,16.0,,Monthly,21.0,1.0,6.812041110654107,,0.04,16.0,50.0,,Card,0.0,Yes,No,2.0,24.74494886362313,Billing,,1.0,0.14,0.17,16.0,Neutral,0.0,0.0,CUST_00956
Female,35.0,Canada,Berlin,SME,12.0,,Monthly,4.0,2.0,21.89622100040123,4.0,0.16,2.0,100.0,1200.0,PayPal,0.0,No,No,0.0,17.937992228251424,Technical,3.0,0.0,0.71,,21.0,Neutral,1.0,0.0,CUST_00957
Male,40.0,Germany,Berlin,Individual,12.0,Web,Quarterly,9.0,5.0,1.9594610514333937,2.0,0.09,4.0,,360.0,Card,1.0,No,No,0.0,35.71170553568693,Service,3.0,0.0,0.55,0.22,,Neutral,,0.0,CUST_00958
Female,50.0,Bangladesh,London,Individual,11.0,Referral,,24.0,,13.285439482406217,7.0,-0.09,34.0,50.0,550.0,Card,0.0,No,No,2.0,9.75671056817672,Service,4.0,,0.18,0.12,71.0,Unsatisfied,1.0,0.0,CUST_00959
Male,33.0,,London,Individual,52.0,Referral,Quarterly,31.0,6.0,14.309603456172155,9.0,0.11,7.0,20.0,1040.0,PayPal,1.0,,No,2.0,19.13688714072052,Billing,4.0,0.0,0.59,0.36,1.0,,0.0,0.0,CUST_00960
Male,71.0,Germany,New York,Individual,51.0,Mobile,Monthly,14.0,6.0,5.009491341629332,,,4.0,20.0,1020.0,Card,2.0,No,No,1.0,,,2.0,1.0,0.79,,23.0,Satisfied,3.0,0.0,CUST_00961
Male,55.0,Bangladesh,,Individual,21.0,Referral,,32.0,1.0,15.239097005987606,1.0,-0.1,65.0,50.0,1050.0,Bank Transfer,1.0,Yes,No,3.0,11.923751818002106,Billing,5.0,0.0,0.34,0.14,25.0,Satisfied,1.0,0.0,CUST_00962
Female,52.0,Australia,Dhaka,SME,7.0,Mobile,Monthly,,1.0,11.933945972605256,5.0,,,20.0,140.0,Bank Transfer,1.0,No,No,0.0,16.89559290862356,,2.0,0.0,0.13,0.05,11.0,Satisfied,1.0,1.0,CUST_00963
Male,51.0,Canada,,Individual,58.0,Web,Yearly,21.0,,16.69851146155203,10.0,-0.14,16.0,50.0,2900.0,Bank Transfer,1.0,No,No,,28.821289908894343,Service,5.0,1.0,0.89,0.42,83.0,Unsatisfied,1.0,0.0,CUST_00964
Male,45.0,Australia,Dhaka,Individual,,Mobile,Quarterly,21.0,,17.018239839212452,7.0,0.24,2.0,30.0,1020.0,Card,1.0,No,No,1.0,8.480207301901952,Billing,3.0,0.0,0.23,0.37,-55.0,Neutral,3.0,0.0,CUST_00965
Male,,UK,Dhaka,Enterprise,29.0,Web,Yearly,,7.0,17.602799953455506,5.0,,0.0,20.0,580.0,Card,1.0,Yes,No,2.0,19.08478490869807,,4.0,0.0,0.69,0.38,52.0,,1.0,0.0,CUST_00966
Male,47.0,USA,London,Individual,6.0,Web,Quarterly,28.0,3.0,11.447373198097036,6.0,-0.04,24.0,50.0,300.0,Card,1.0,No,No,0.0,20.26195025433228,Technical,3.0,0.0,0.49,0.03,100.0,Satisfied,4.0,0.0,CUST_00967
Female,30.0,UK,Dhaka,Enterprise,36.0,Web,Quarterly,17.0,1.0,16.062749131972176,4.0,-0.06,3.0,70.0,2520.0,Card,1.0,No,No,1.0,33.363232534306015,Technical,,0.0,0.12,0.33,23.0,Satisfied,1.0,0.0,CUST_00968
Female,58.0,Bangladesh,Dhaka,Enterprise,34.0,Mobile,Monthly,44.0,5.0,23.480816169001404,3.0,0.01,14.0,20.0,680.0,Card,0.0,Yes,Yes,2.0,26.372204600015163,Billing,2.0,0.0,0.19,0.03,33.0,,2.0,0.0,CUST_00969
Male,33.0,Bangladesh,,Individual,49.0,Web,Quarterly,19.0,7.0,20.578582048862515,3.0,0.01,5.0,20.0,980.0,Card,0.0,No,No,1.0,41.13354283513728,Technical,3.0,0.0,0.18,0.21,38.0,Satisfied,1.0,0.0,CUST_00970
Female,22.0,India,London,Individual,8.0,Mobile,Monthly,20.0,,17.12109307379477,5.0,,21.0,10.0,80.0,Card,2.0,Yes,No,2.0,31.77655711729424,Service,2.0,2.0,0.77,0.42,,Satisfied,0.0,0.0,CUST_00971
Male,72.0,UK,Sydney,SME,37.0,Mobile,Monthly,23.0,0.0,8.235208993394515,4.0,0.01,2.0,10.0,370.0,PayPal,0.0,No,No,1.0,,,2.0,0.0,0.6,0.44,37.0,Neutral,1.0,0.0,CUST_00972
male,45.0,Germany,BERLIN,,10.0,,Quarterly,15.0,6.0,1.0,3.0,-0.14,7.0,50.0,500.0,card,,Yes,No,2.0,30.985377852117733,Service,5.0,0.0,0.81,0.39,61.0,UNSATISFIED,0.0,0.0,CUST_00973
Male,70.0,Canada,New York,Individual,16.0,Web,Monthly,33.0,3.0,1.0872715223114326,3.0,-0.14,4.0,10.0,160.0,Card,1.0,No,No,0.0,24.283010661513043,,3.0,0.0,0.34,0.17,5.0,Satisfied,0.0,0.0,CUST_00974
Female,56.0,India,,SME,2.0,Referral,Monthly,19.0,6.0,19.47632443587222,8.0,-0.14,11.0,10.0,20.0,Card,0.0,Yes,No,1.0,30.765968678040277,Billing,3.0,1.0,0.86,0.19,34.0,Unsatisfied,0.0,0.0,CUST_00975
Female,62.0,India,Sydney,Individual,56.0,Referral,Monthly,26.0,4.0,9.381411867722203,3.0,0.05,7.0,50.0,2800.0,Card,0.0,No,Yes,1.0,23.30118232467196,,2.0,0.0,0.62,0.26,-35.0,,3.0,1.0,CUST_00976
,37.0,India,London,Individual,19.0,Web,,0.0,1.0,6.041928295045668,6.0,0.18,13.0,30.0,570.0,Card,0.0,No,No,2.0,3.9903301471363513,Technical,4.0,0.0,0.58,,100.0,Neutral,0.0,0.0,CUST_00977
Female,41.0,Bangladesh,Toronto,SME,7.0,Web,Monthly,21.0,4.0,10.418367954992323,3.0,0.35,5.0,30.0,210.0,PayPal,,Yes,No,,25.56300046497021,Technical,3.0,0.0,0.67,0.13,58.0,Neutral,0.0,0.0,CUST_00978
Female,44.0,USA,Dhaka,SME,2.0,Web,Monthly,16.0,0.0,14.046129680124295,8.0,0.26,15.0,30.0,60.0,Bank Transfer,1.0,,Yes,,28.67248377544769,Service,,0.0,0.52,0.13,-6.0,Satisfied,0.0,0.0,CUST_00979
Female,47.0,Australia,Delhi,Individual,45.0,Web,Monthly,20.0,4.0,15.589711003854244,6.0,-0.1,7.0,50.0,2250.0,Card,2.0,No,No,1.0,19.96127873848242,,2.0,0.0,0.3,0.28,-15.0,Satisfied,1.0,0.0,CUST_00980
Female,62.0,Germany,Toronto,Individual,23.0,Web,Quarterly,8.0,4.0,9.866275454236012,6.0,0.2,1.0,30.0,690.0,Card,0.0,No,No,3.0,16.442625218347068,,5.0,1.0,0.39,0.29,47.0,Neutral,1.0,0.0,CUST_00981
Female,44.0,Bangladesh,Toronto,Individual,31.0,,Monthly,18.0,7.0,21.404489729819087,4.0,0.04,13.0,70.0,,Card,1.0,,No,0.0,29.16725782455929,Technical,5.0,0.0,0.12,0.22,,Satisfied,0.0,0.0,CUST_00982
Female,43.0,Canada,Dhaka,Individual,4.0,Referral,Yearly,21.0,3.0,13.471389233265938,3.0,0.11,5.0,20.0,80.0,Card,0.0,No,No,1.0,,,4.0,0.0,0.52,0.29,79.0,Satisfied,1.0,1.0,CUST_00983
Male,24.0,Bangladesh,London,SME,16.0,Referral,Yearly,16.0,7.0,13.23272218005472,,0.26,15.0,30.0,480.0,Card,1.0,No,No,0.0,22.256090672831338,,4.0,1.0,0.32,0.41,86.0,Unsatisfied,2.0,0.0,CUST_00984
Female,59.0,USA,Toronto,SME,10.0,Web,Monthly,25.0,0.0,8.527896253327029,3.0,0.21,23.0,20.0,200.0,,0.0,No,Yes,2.0,36.155062901955866,Technical,4.0,0.0,0.52,0.43,12.0,Satisfied,2.0,0.0,CUST_00985
,,Bangladesh,Sydney,,49.0,Web,Monthly,20.0,2.0,28.643465356732264,4.0,-0.07,23.0,70.0,3430.0,Card,1.0,Yes,No,1.0,21.03578066734639,,5.0,0.0,0.57,0.24,48.0,Satisfied,2.0,0.0,CUST_00986
Female,70.0,Bangladesh,Dhaka,Individual,21.0,,Monthly,26.0,1.0,13.845150266403808,3.0,-0.03,15.0,50.0,1050.0,Card,,Yes,No,1.0,28.547729650778333,Technical,,0.0,0.74,0.02,79.0,Neutral,1.0,0.0,CUST_00987
Female,55.0,UK,London,Individual,28.0,Mobile,Yearly,29.0,6.0,18.80100402663343,3.0,0.01,1.0,70.0,1960.0,PayPal,1.0,No,No,3.0,33.59229170816265,,1.0,0.0,0.54,0.18,1.0,Satisfied,0.0,0.0,CUST_00988
Female,22.0,Canada,,Individual,46.0,Web,Quarterly,30.0,7.0,16.211692698655355,3.0,0.05,32.0,10.0,460.0,,2.0,,No,,4.351088375542847,Technical,5.0,0.0,0.34,0.15,26.0,Neutral,1.0,1.0,CUST_00989
Female,40.0,India,Dhaka,Individual,12.0,Mobile,Quarterly,16.0,3.0,23.706617643470857,3.0,0.08,7.0,70.0,840.0,Bank Transfer,0.0,No,Yes,3.0,25.88450468330082,Billing,1.0,1.0,0.4,0.44,44.0,Neutral,1.0,0.0,CUST_00990
Female,45.0,,Delhi,Individual,13.0,Mobile,Yearly,16.0,,9.06259604580588,4.0,0.25,24.0,10.0,130.0,,0.0,No,Yes,3.0,31.99321055841989,,3.0,,0.24,0.46,-49.0,Satisfied,2.0,,CUST_00991
,51.0,Canada,,Individual,,Mobile,YEARLY,36.0,2.0,18.679706121153604,7.0,0.0,11.0,70.0,3640.0,CARD,1.0,Yes,No,1.0,,technical,4.0,1.0,0.68,0.05,,SATISFIED,1.0,0.0,CUST_00992
Female,70.0,UK,London,Individual,40.0,Mobile,Yearly,10.0,3.0,,4.0,-0.04,2.0,70.0,2800.0,PayPal,0.0,No,No,0.0,11.923134371899192,,4.0,1.0,0.22,0.22,-23.0,Satisfied,0.0,0.0,CUST_00993
Female,32.0,Australia,London,SME,17.0,Mobile,Quarterly,15.0,7.0,16.32504258357431,,0.05,9.0,50.0,850.0,Bank Transfer,0.0,No,No,0.0,34.57481492644892,Service,3.0,1.0,0.58,0.43,0.0,Satisfied,,0.0,CUST_00994
Female,49.0,Bangladesh,Berlin,SME,18.0,Web,Yearly,18.0,0.0,12.582686319306394,,-0.06,4.0,10.0,180.0,PayPal,0.0,Yes,No,0.0,15.296095180243508,Technical,4.0,,0.25,0.03,-22.0,Unsatisfied,1.0,0.0,CUST_00995
Male,43.0,Germany,Dhaka,Individual,53.0,Mobile,Yearly,11.0,3.0,28.398149009797795,5.0,0.25,0.0,10.0,530.0,Card,0.0,No,No,3.0,,Technical,3.0,0.0,0.32,0.02,,Unsatisfied,1.0,,CUST_00996
Male,65.0,India,Toronto,Individual,,Web,Monthly,21.0,3.0,14.213294274628346,5.0,-0.15,18.0,50.0,500.0,Bank Transfer,2.0,No,Yes,0.0,23.59017008551945,,3.0,0.0,0.61,,9.0,Satisfied,1.0,0.0,CUST_00997
Female,,Australia,New York,SME,,Web,Yearly,32.0,2.0,,6.0,-0.29,39.0,100.0,5800.0,,,Yes,Yes,1.0,40.19400890915473,,4.0,0.0,0.44,0.29,50.0,Satisfied,3.0,0.0,CUST_00998
Female,36.0,USA,dhaka,Enterprise,28.0,Web,,0.0,1.0,14.094500296538062,5.0,-0.11,7.0,20.0,560.0,bank transfer,0.0,No,No,2.0,28.036595400543035,,2.0,1.0,0.4,0.16,50.0,Neutral,1.0,0.0,CUST_00999
Male,26.0,Bangladesh,Delhi,Individual,13.0,Web,Monthly,14.0,7.0,15.932766665063186,,-0.29,3.0,20.0,260.0,PayPal,0.0,No,No,2.0,11.81704498804528,Service,5.0,0.0,0.76,0.34,,Unsatisfied,4.0,0.0,CUST_01000
Female,46.0,India,Sydney,SME,34.0,Referral,Monthly,21.0,5.0,15.916648569775646,4.0,0.07,2.0,30.0,1020.0,Card,1.0,Yes,No,3.0,41.36061633428911,Technical,4.0,,0.27,0.21,28.0,Satisfied,1.0,0.0,CUST_01001
Male,71.0,Germany,London,SME,59.0,Web,Quarterly,35.0,1.0,6.092323305400647,4.0,-0.17,2.0,,590.0,Card,0.0,No,No,1.0,31.50568436526913,,3.0,0.0,0.43,0.34,74.0,Unsatisfied,3.0,0.0,CUST_01002
Male,68.0,Bangladesh,Sydney,Individual,49.0,Referral,Monthly,5.0,7.0,6.711875976863858,8.0,,18.0,30.0,1470.0,Bank Transfer,0.0,No,No,1.0,14.515206379381468,,,0.0,0.5,0.25,,Satisfied,2.0,,CUST_01003
Male,,USA,Sydney,Individual,6.0,Web,,28.0,4.0,28.0090511562729,3.0,0.05,1.0,30.0,180.0,PayPal,1.0,No,No,1.0,31.415657551390936,Service,4.0,0.0,0.48,0.28,39.0,Satisfied,1.0,0.0,CUST_01004
Male,21.0,UK,,Individual,12.0,Web,Monthly,18.0,7.0,13.418509771818355,4.0,-0.03,26.0,20.0,240.0,PayPal,0.0,No,No,0.0,36.1492160472388,,3.0,0.0,0.25,0.16,19.0,Neutral,1.0,0.0,CUST_01005
Male,20.0,Australia,Berlin,Individual,29.0,Mobile,Yearly,21.0,6.0,14.146393111105027,,-0.16,5.0,50.0,1450.0,Card,1.0,No,,1.0,,,5.0,,0.39,0.26,-35.0,Satisfied,2.0,0.0,CUST_01006
Female,73.0,Bangladesh,Dhaka,Individual,13.0,Web,Monthly,32.0,7.0,29.622363075822484,8.0,0.05,10.0,10.0,130.0,Card,1.0,Yes,No,1.0,11.738474659474008,Billing,3.0,0.0,0.57,0.34,88.0,Satisfied,1.0,0.0,CUST_01007
Male,,India,Sydney,Enterprise,26.0,Mobile,Monthly,,0.0,20.615005658922044,4.0,0.29,,20.0,520.0,Bank Transfer,1.0,No,No,1.0,21.67884848650634,Service,2.0,,0.16,0.13,85.0,Satisfied,0.0,0.0,CUST_01008
Female,69.0,Canada,Toronto,SME,4.0,Web,Yearly,19.0,7.0,14.761079206933506,6.0,-0.27,58.0,10.0,40.0,,1.0,No,No,1.0,22.700335089493795,Service,3.0,0.0,0.45,0.49,100.0,Neutral,0.0,,CUST_01009
Female,28.0,Germany,Toronto,,15.0,Referral,Monthly,21.0,2.0,16.65054635889549,8.0,0.14,4.0,50.0,750.0,PayPal,1.0,,No,1.0,17.218839227321368,Service,4.0,0.0,0.72,0.4,21.0,Unsatisfied,1.0,0.0,CUST_01010
MALE,50.0,Bangladesh,new york,Individual,,Web, Yearly    ,22.0,6.0,28.96661205009576,,-0.11,4.0,20.0,320.0,CARD,0.0,No,No,1.0,,,5.0,0.0,0.79,0.42,7.0,Neutral,1.0,0.0,CUST_01011
,55.0,India, New York    ,SME,53.0,,Monthly,9.0,,10.566493218615069,5.0,0.19,,30.0,1590.0,paypal,0.0,No,No,3.0,11.762210038470483,SERVICE,4.0,0.0,0.57,,,Unsatisfied,0.0,0.0,CUST_01012
,28.0,Canada, Delhi    ,Individual,,Web,yearly,21.0,2.0,20.84237487079837,8.0,-0.1,1.0,10.0,190.0, Bank Transfer    ,0.0,Yes,No,0.0,29.635494451251866, Billing    ,,0.0,0.19,0.32,57.0,Satisfied,1.0,0.0,CUST_01013
Male,44.0,India,Sydney,Individual,47.0,Mobile,Monthly,24.0,5.0,19.769148733429628,6.0,0.25,1.0,20.0,940.0,PayPal,1.0,No,No,1.0,18.05941794109395,Technical,2.0,0.0,0.57,0.12,0.0,Satisfied,1.0,0.0,CUST_01014
Male,50.0,Bangladesh,Sydney,Enterprise,26.0,,Monthly,3.0,4.0,15.422054841974058,3.0,0.11,37.0,50.0,1300.0,Bank Transfer,0.0,No,No,2.0,11.193000540895056,Technical,,0.0,0.24,0.2,-9.0,Unsatisfied,1.0,1.0,CUST_01015
Female,,USA,Berlin,Individual,32.0,Web,Yearly,28.0,6.0,,7.0,-0.13,0.0,,960.0,Card,1.0,Yes,No,0.0,47.18676604059907,Technical,1.0,0.0,0.62,0.43,-33.0,Satisfied,3.0,0.0,CUST_01016
Female,56.0,Canada,Dhaka,Individual,6.0,Web,Monthly,29.0,6.0,17.820805168727706,3.0,,0.0,100.0,600.0,Card,2.0,No,No,1.0,20.56340735226601,Technical,5.0,0.0,0.67,0.09,50.0,Satisfied,1.0,1.0,CUST_01017
,48.0,Canada,Sydney,Individual,52.0,Mobile,Yearly,22.0,1.0,14.981237259547596,5.0,-0.01,14.0,10.0,520.0,PayPal,0.0,No,No,1.0,26.094795019257283,Service,3.0,0.0,,0.35,,Satisfied,0.0,0.0,CUST_01018
Female,55.0,India,Sydney,Individual,6.0,Referral,Yearly,6.0,2.0,20.032874913317272,2.0,-0.14,6.0,20.0,120.0,Card,1.0,Yes,,0.0,29.85315887479647,Billing,4.0,0.0,0.79,0.27,22.0,,0.0,0.0,CUST_01019
Male,63.0,UK,Dhaka,Individual,5.0,Web,Monthly,13.0,7.0,3.5282510167783414,5.0,-0.22,7.0,50.0,250.0,PayPal,1.0,No,No,1.0,20.01696736998161,Billing,4.0,0.0,0.77,0.25,-29.0,Satisfied,0.0,1.0,CUST_01020
Male,19.0,Bangladesh,Sydney,Individual,59.0,Mobile,Monthly,0.0,5.0,37.281741413665074,4.0,0.2,7.0,10.0,590.0,Bank Transfer,1.0,No,No,1.0,16.736769067533935,Technical,3.0,0.0,0.47,0.07,-1.0,Satisfied,0.0,0.0,CUST_01021
Male,44.0,UK,London,SME,2.0,Mobile,Monthly,16.0,0.0,19.161149672549115,4.0,-0.27,21.0,20.0,,Card,,No,No,4.0,11.20682604887986,Service,3.0,1.0,0.49,0.24,17.0,Satisfied,2.0,,CUST_01022
Female,53.0,Australia,London,Individual,52.0,Mobile,Monthly,10.0,6.0,18.387415931479893,2.0,0.26,4.0,20.0,1040.0,Card,0.0,No,No,0.0,36.51847042799081,Technical,3.0,0.0,0.23,0.08,86.0,Satisfied,0.0,0.0,CUST_01023
Female,28.0,,Berlin,Individual,2.0,Referral,Monthly,19.0,0.0,29.38657077895446,5.0,-0.04,,50.0,100.0,Card,1.0,No,No,1.0,36.32575191572898,Technical,3.0,0.0,0.83,0.15,27.0,Unsatisfied,0.0,1.0,CUST_01024
Female,64.0,UK,Berlin,Individual,,Mobile,Quarterly,30.0,4.0,10.626134410887996,4.0,0.09,8.0,50.0,1850.0,Card,0.0,No,No,0.0,27.13535752630068,Technical,4.0,1.0,0.41,0.12,46.0,Unsatisfied,0.0,0.0,CUST_01025
FEMALE,35.0,India,Toronto,Individual,3.0,Referral,yearly,14.0,,10.138058900540836,9.0,0.37,1.0,50.0,150.0,Bank Transfer,3.0,,No,,24.538946813413663, Billing    ,3.0,0.0,0.11,0.19,24.0,,1.0,0.0,CUST_01026
Female,,Bangladesh,Berlin,SME,6.0,Mobile,Monthly,24.0,1.0,12.713686305748634,,0.12,12.0,20.0,120.0,Card,0.0,No,No,0.0,1.6467659049836243,Technical,4.0,0.0,0.66,0.47,26.0,Satisfied,1.0,0.0,CUST_01027
Male,52.0,UK,Delhi,Individual,31.0,Web,Monthly,19.0,1.0,30.206171992908423,6.0,-0.08,0.0,10.0,310.0,PayPal,2.0,No,No,1.0,28.11347355275146,Billing,4.0,0.0,0.48,0.21,9.0,Satisfied,0.0,0.0,CUST_01028
Male,52.0,Australia,Toronto,SME,,Mobile,Quarterly,10.0,6.0,14.35174405634031,4.0,0.29,2.0,10.0,430.0,Card,0.0,No,Yes,1.0,9.65910892866344,,4.0,1.0,0.27,0.03,-24.0,Neutral,,0.0,CUST_01029
Male,48.0,Germany,Dhaka,Individual,5.0,Referral,Monthly,,,34.30462653858082,10.0,-0.26,,30.0,150.0,PayPal,,Yes,No,0.0,22.663105270790627,Service,5.0,2.0,0.78,0.2,49.0,Satisfied,3.0,0.0,CUST_01030
Male,45.0,Australia,Sydney,Individual,50.0,Referral,,28.0,5.0,11.27279847227154,3.0,0.05,5.0,50.0,2500.0,PayPal,0.0,Yes,,0.0,29.920688361404657,,5.0,0.0,0.56,0.37,34.0,Unsatisfied,2.0,0.0,CUST_01031
Female,56.0,Canada,,SME,46.0,Web,Monthly,8.0,6.0,1.0,5.0,0.21,7.0,10.0,460.0,Bank Transfer,0.0,Yes,No,3.0,16.08503913797114,Technical,3.0,0.0,0.82,0.38,0.0,Neutral,2.0,0.0,CUST_01032
Male,18.0,Bangladesh,Delhi,Individual,10.0,Web,Yearly,24.0,7.0,3.224270768199617,4.0,-0.05,7.0,20.0,200.0,PayPal,0.0,,No,0.0,23.89421105021384,Service,3.0,2.0,0.68,0.3,48.0,Satisfied,2.0,0.0,CUST_01033
Female,42.0,Canada,Berlin,SME,27.0,Mobile,Quarterly,17.0,4.0,19.12911200537392,8.0,-0.14,8.0,20.0,540.0,Card,1.0,No,No,0.0,12.830292547946998,Technical,4.0,0.0,0.18,0.4,26.0,Satisfied,1.0,0.0,CUST_01034
Male,60.0,,Berlin,Individual,24.0,Mobile,Monthly,25.0,3.0,19.534401665190916,10.0,-0.17,3.0,10.0,240.0,PayPal,0.0,No,Yes,1.0,33.995926278527975,,2.0,,0.54,,42.0,Satisfied,2.0,0.0,CUST_01035
Female,55.0,UK,Toronto,Individual,22.0,Web,Quarterly,6.0,6.0,17.539036355065235,5.0,0.01,5.0,30.0,660.0,PayPal,1.0,No,Yes,,,Billing,2.0,0.0,0.88,0.03,65.0,Satisfied,1.0,0.0,CUST_01036
Female,37.0,Australia,Dhaka,SME,25.0,Web,Yearly,16.0,0.0,7.796557684250828,4.0,-0.28,13.0,20.0,500.0,Card,0.0,Yes,No,2.0,26.506302451061455,Technical,5.0,0.0,0.79,0.16,35.0,Unsatisfied,0.0,0.0,CUST_01037
Male,20.0,Australia,Dhaka,SME,,Mobile,Yearly,23.0,7.0,6.64541153784476,6.0,-0.27,20.0,50.0,150.0,Card,1.0,No,No,0.0,22.60497812533659,,3.0,0.0,0.2,0.43,,Satisfied,2.0,0.0,CUST_01038
Male,68.0,India,Toronto,SME,16.0,Mobile,,9.0,0.0,4.880992635835085,9.0,-0.08,0.0,30.0,480.0,PayPal,0.0,No,Yes,0.0,33.41850021502549,Technical,4.0,0.0,,0.39,47.0,Neutral,1.0,0.0,CUST_01039
