,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,account_id
1011,T-c6ee94,2024-11-25,2024-11-25 18:00:00,18.0,high,127.0,,True,
1012,T-9e6b9a,,2023-06-12 02:00:00,,high,144.0,,False,
1013,T-b04488,2024-11-03,2024-11-03 14:00:00,,urgent,80.0,5.0,False,
1014,T-2b0275,2024-06-14,2024-06-16 09:00:00,57.0,high,49.0,,False,
1015,T-49f7fa,2024-04-20,2024-04-20 18:00:00,18.0,,139.0,,False,
1016,T-6676f9,2024-03-05,2024-03-07 05:00:00,53.0,high,40.0,3.0,False,
1017,T-820846,2024-07-30,2024-07-30 10:00:00,10.0,medium,44.0,,False,
1018, T-d66f0f    ,2023-12-03,2023-12-05 04:00:00,52.0,medium,15.0,5.0,False,
1019,T-4486bf,2024-11-11,,47.0,urgent,152.0,,,
1020,T-b51da1,2023-08-03,2023-08-05 18:00:00,66.0,low,,,False,
1021,T-e34acc,2023-08-24,2023-08-25 03:00:00,27.0,low,30.0,,False,
1022,T-8d5902,2023-07-01,2023-07-02 15:00:00,39.0,medium,,5.0,False,
1023,T-7d878f,2024-07-19,2024-07-21 19:00:00,67.0,medium,18.0,3.0,False,
1024,T-508c6e,2024-06-01,2024-06-01 23:00:00,23.0,medium,176.0,3.0,False,
1025,,2023-10-03,2023-10-04 10:00:00,34.0,,133.0,3.0,False,
1026,,2023-11-03,2023-11-04 16:00:00,40.0,urgent,74.0,4.0,False,
1027,T-d6e90f,2024-03-22,2024-03-24 21:00:00,69.0,urgent,142.0,,False,
1028,T-f97a8b,2024-09-11,2024-09-11 22:00:00,22.0,,100.0,5.0,True,
1029,T-ed09ab,2024-12-27,2024-12-28 01:00:00,25.0,high,130.0,,False,
1030,T-2537ea,2023-04-15,2023-04-16 16:00:00,40.0,high,71.0,,False,
1031,T-17884a,2023-08-07,2023-08-08 10:00:00,34.0,medium,38.0,3.0,False,
1032,T-2d3ea5,2024-08-27,2024-08-28 02:00:00,26.0,urgent,124.0,,False,
1033,T-4d29dc,,2023-01-05 01:00:00,25.0,urgent,,,False,
1034,T-273811,2023-06-23,2023-06-25 01:00:00,49.0,low,85.0,,False,
1035,T-ce9e96,2024-04-25,2024-04-25 22:00:00,22.0,high,22.0,5.0,False,
1036,T-d3a975,2023-10-08,2023-10-09 10:00:00,34.0,urgent,169.0,3.0,False,
1037,T-2E98AD,2023-09-14,2023-09-16 06:00:00,54.0,,90.0,5.0,False,
1038,T-d6da92,,2024-11-30 07:00:00,7.0,urgent,83.0,5.0,False,
1039,,2023-06-28,2023-06-28 04:00:00,4.0,low,56.0,5.0,False,
1040,T-629f53,2023-12-29,2023-12-29 19:00:00,19.0,,176.0,,True,
1041,T-f367ef,2023-10-12,2023-10-14 15:00:00,63.0,low,143.0,,False,
1042,T-2b2a49,2024-06-04,,28.0,medium,174.0,,False,
1043,T-e6e80e,2023-06-23,2023-06-23 21:00:00,21.0,,21.0,,False,
1044,T-df5e8e,2023-06-22,2023-06-23 15:00:00,39.0,high,,3.0,False,
1045,T-bf2cc6,2023-05-12,2023-05-13 08:00:00,32.0,high,162.0,3.0,False,
1046,T-b43b6a,2024-08-09,2024-08-09 09:00:00,9.0,urgent,10.0,,False,
1047,T-d553b7,2023-08-06,2023-08-07 01:00:00,25.0,low,,,False,
1048,T-0313d4,2024-11-04,2024-11-06 04:00:00,52.0,medium,173.0,,False,
1049,T-8d4cd3,2023-07-13,2023-07-15 20:00:00,68.0,high,169.0,,,
1050, T-67350b    ,2024-08-19,2024-08-19 18:00:00,18.0,low,19.0,,,
1051,T-81c410,2023-12-07,2023-12-09 08:00:00,,urgent,138.0,,False,
1052,T-e6e1ba,2023-05-28,2023-05-29 17:00:00,41.0,medium,146.0,,True,
1053,T-91edfc,2024-03-30,2024-04-01 09:00:00,57.0,medium,68.0,,,
1054,T-51cf8c,2023-05-25,2023-05-25 07:00:00,7.0,medium,123.0,5.0,False,
1055,T-ea95ef,2023-02-07,2023-02-08 08:00:00,32.0,,147.0,4.0,False,
1056,T-10ac61,2024-05-02,2024-05-02 02:00:00,2.0,urgent,171.0,5.0,False,
1057,T-902d96,2024-12-27,2024-12-29 11:00:00,59.0,high,147.0,4.0,False,
1058,T-317894,2024-04-20,2024-04-20 01:00:00,1.0,high,135.0,3.0,False,
1059,T-4E9902,2023-06-22,2023-06-22 13:00:00,13.0,HIGH,162.0,5.0,False,
1060,T-2d6f9d,2023-05-23,2023-05-24 08:00:00,32.0,urgent,,,,
1061,T-21a62a,2024-09-20,2024-09-20 09:00:00,9.0,medium,104.0,5.0,False,
1062,T-435417,,2024-02-02 06:00:00,6.0,urgent,44.0,5.0,False,
1063,T-f0ad1e,2023-07-14,2023-07-14 15:00:00,15.0,low,,5.0,False,
1064,T-9a49dd,2023-05-08,2023-05-09 18:00:00,42.0,,65.0,4.0,False,
1065,T-20d400,2023-10-14,2023-10-15 11:00:00,35.0,high,169.0,,False,
1066,T-437E48,2024-10-30,2024-10-31 01:00:00,25.0,URGENT,161.0,5.0,False,
1067,T-1948cd,2023-11-10,2023-11-12 03:00:00,51.0,medium,28.0,,False,
1068,,2024-08-28,2024-08-30 16:00:00,64.0,low,37.0,4.0,False,
1069,T-f9f1f5,2023-04-21,2023-04-23 03:00:00,51.0,high,109.0,4.0,,
1070,T-437b2d,2023-11-06,2023-11-07 09:00:00,33.0,high,12.0,3.0,False,
1071,T-12a7d7,2023-08-02,2023-08-02 02:00:00,,low,59.0,3.0,False,
1072,T-99ec8e,2024-11-14,2024-11-16 15:00:00,63.0,low,129.0,3.0,False,
1073,T-CB95EF,2023-02-16,2023-02-18 10:00:00,58.0,LOW,74.0,3.0,False,
1074,T-27d929,2023-11-10,2023-11-12 11:00:00,59.0,urgent,26.0,5.0,False,
1075,T-6faf48,2024-04-21,2024-04-21 03:00:00,3.0,high,82.0,5.0,False,
1076,,2024-09-29,2024-09-29 23:00:00,23.0,high,162.0,4.0,False,
1077,T-cc3d2a,2024-01-31,2024-01-31 07:00:00,7.0,medium,,,False,
1078,T-99abf9,2023-07-31,2023-07-31 01:00:00,1.0,high,135.0,3.0,,
1079,T-9eecab,2023-07-17,2023-07-18 03:00:00,27.0,,122.0,,False,
1080,T-276a05,2023-10-17,2023-10-19 14:00:00,62.0,high,144.0,3.0,True,
1081,T-1e080e,2024-08-04,2024-08-04 15:00:00,15.0,urgent,66.0,5.0,False,
1082,T-da9234,2024-04-20,2024-04-21 11:00:00,35.0,medium,112.0,5.0,False,
1083,T-a6cf94,2024-10-18,2024-10-19 08:00:00,32.0,medium,160.0,,False,
1084,t-78ed7c,2024-08-13,2024-08-15 22:00:00,70.0, high    ,31.0,4.0,False,
1085,T-82f258,2023-03-19,2023-03-21 18:00:00,66.0,medium,79.0,3.0,False,
1086,T-256979,2023-04-02,2023-04-02 09:00:00,9.0,low,96.0,,False,
1087,T-8e9bd1,2024-06-27,2024-06-29 22:00:00,70.0,medium,131.0,5.0,False,
1088,T-544625,2023-09-23,2023-09-26 00:00:00,72.0,low,105.0,4.0,False,
1089,T-298948,2024-02-06,2024-02-08 05:00:00,53.0,urgent,105.0,,False,
1090,T-21611f,2023-01-27,2023-01-28 05:00:00,29.0,low,19.0,3.0,False,
1091,T-24643b,2024-02-21,2024-02-21 02:00:00,,low,130.0,3.0,False,
1092,T-2708ab,2023-11-07,2023-11-07 08:00:00,8.0,medium,42.0,4.0,False,
1093,T-5e7096,2023-10-18,2023-10-19 23:00:00,47.0,low,35.0,,False,
1094,T-7ba83f,2023-02-01,2023-02-02 23:00:00,,high,47.0,4.0,False,
1095,T-e14078,2023-04-27,2023-04-27 02:00:00,2.0,urgent,16.0,,False,
1096, T-f2e96f    ,2023-04-24,2023-04-24 17:00:00,17.0,,130.0,,False,
1097,T-519a0a,2024-08-09,2024-08-11 14:00:00,62.0,medium,132.0,,,
1098,T-dca519,,,7.0,urgent,47.0,,False,
1099,T-b9e44a,2023-06-10,2023-06-12 14:00:00,62.0,medium,13.0,,False,
1100,t-17e8e9,2023-09-03,2023-09-04 09:00:00,, high    ,63.0,5.0,,
1101,T-82ae01,,2023-06-03 06:00:00,,medium,150.0,4.0,,
1102,T-e51e43,2023-04-30,2023-04-30 13:00:00,13.0,low,41.0,5.0,False,
1103,T-45e6da,2024-03-08,,33.0,low,120.0,,False,
1104,T-b5aa6f,2023-02-14,2023-02-15 20:00:00,44.0,low,85.0,4.0,False,
1105,T-93a37f,,2023-08-08 09:00:00,9.0,high,74.0,,False,
1106,T-6e76a6,2023-09-17,2023-09-18 13:00:00,37.0,urgent,141.0,,False,
1107,T-09dd85,2023-02-06,,14.0,low,12.0,3.0,False,
1108,T-1cd0a4,2024-06-25,2024-06-27 06:00:00,54.0,low,61.0,5.0,,
1109,T-d5ea25,2024-10-14,2024-10-16 11:00:00,,low,,5.0,False,
1110,T-a4d85c,2023-04-03,2023-04-05 08:00:00,56.0,medium,37.0,3.0,False,
1111,T-db00f6,2024-08-13,2024-08-14 08:00:00,32.0,urgent,101.0,3.0,False,
1112,T-6c817f,2023-08-01,2023-08-03 23:00:00,71.0,urgent,69.0,,False,
1113,T-1bcdb6,2024-06-28,2024-06-28 03:00:00,3.0,medium,12.0,4.0,,
1114,T-c475b2,2024-10-29,2024-10-29 23:00:00,23.0,,76.0,4.0,False,
1115, T-a3df20    ,2024-03-09,2024-03-11 20:00:00,68.0,high,118.0,,False,
1116,,,2024-09-06 13:00:00,13.0,urgent,42.0,5.0,False,
1117,T-4cc9eb,,2024-12-31 19:00:00,,low,46.0,5.0,False,
1118,,2023-06-18,2023-06-19 09:00:00,33.0,low,150.0,5.0,False,
1119,T-9f48ae,2024-01-22,2024-01-22 19:00:00,19.0,medium,87.0,5.0,False,
1120,T-63aaba,2023-09-07,2023-09-08 16:00:00,40.0,medium,21.0,,False,
1121,T-bb3cde,2023-06-09,2023-06-11 02:00:00,50.0,urgent,128.0,4.0,False,
1122,T-4336b6,2024-06-22,2024-06-24 09:00:00,57.0,low,19.0,,False,
1123,T-c30ac0,2024-05-06,2024-05-08 09:00:00,57.0,medium,5.0,4.0,False,
1124,T-a80aac,2023-06-18,2023-06-19 11:00:00,35.0,medium,12.0,,False,
1125,T-37c256,2024-01-11,2024-01-13 17:00:00,65.0,low,133.0,,False,
1126,T-334013,2023-07-17,2023-07-19 17:00:00,65.0,medium,96.0,4.0,False,
1127,T-970159,2024-02-09,2024-02-10 22:00:00,46.0,urgent,95.0,,True,
1128,T-ded4a8,2024-05-03,2024-05-05 00:00:00,48.0,urgent,35.0,5.0,False,
1129,T-9f7253,2023-06-23,2023-06-23 17:00:00,17.0,urgent,144.0,4.0,False,
1130,T-0a9b1f,2023-01-27,2023-01-27 19:00:00,19.0,medium,166.0,,True,
1131,T-fa88e4,2024-03-14,2024-03-14 08:00:00,8.0,high,122.0,5.0,False,
1132,,2024-12-01,2024-12-01 21:00:00,21.0,urgent,13.0,3.0,False,
1133,T-2CA24A,,2024-05-22 18:00:00,18.0,high,51.0,4.0,False,
1134,T-7bc25b,2023-08-10,2023-08-10 21:00:00,21.0,medium,7.0,4.0,False,
1135,T-df171c,2024-02-24,2024-02-25 05:00:00,29.0,high,72.0,,False,
1136,T-ed6cdf,2023-06-02,,72.0,medium,100.0,,,
1137,,2024-06-03,2024-06-05 05:00:00,53.0,urgent,150.0,5.0,False,
1138,T-09825e,2024-09-30,2024-09-30 22:00:00,22.0,urgent,34.0,,False,
1139,T-bc2607,2024-08-06,2024-08-08 17:00:00,,high,155.0,5.0,False,
1140,T-Df9Fc9,2023-03-24,2023-03-26 16:00:00,64.0,urgent,90.0,,False,
1141,T-f9ca4b,2023-06-03,2023-06-03 21:00:00,21.0,low,180.0,5.0,False,
1142,T-8d4c7f,2023-10-31,2023-11-02 07:00:00,55.0,urgent,68.0,,False,
1143,T-a9fa22,2023-05-04,2023-05-06 22:00:00,70.0,low,81.0,,False,
1144,T-216c7c,2024-06-27,2024-06-28 02:00:00,26.0,low,71.0,5.0,False,
1145,T-650a6d,2023-04-10,2023-04-12 18:00:00,66.0,high,26.0,5.0,False,
1146,T-b01917,2023-12-24,2023-12-26 16:00:00,64.0,high,,,False,
1147,T-b154de,2023-04-16,,71.0,urgent,57.0,,True,
1148,T-8ece2f,2024-09-09,2024-09-09 03:00:00,,urgent,102.0,5.0,False,
1149,T-e12097,2024-08-03,,26.0,urgent,29.0,5.0,,
1150,T-9e1726,2023-07-25,2023-07-25 19:00:00,19.0,urgent,26.0,4.0,False,
1151,T-e45d87,2024-07-08,2024-07-09 04:00:00,28.0,low,139.0,5.0,False,
1152,T-4da38c,2023-06-05,2023-06-06 18:00:00,42.0,low,69.0,4.0,False,
1153,,2023-10-19,2023-10-21 06:00:00,54.0,low,110.0,,False,
1154,T-10a089,2024-04-22,2024-04-24 08:00:00,56.0,high,165.0,,False,
1155,T-73db23,2023-01-26,2023-01-27 05:00:00,29.0,urgent,146.0,,False,
1156,T-ebb149,2024-09-14,2024-09-15 16:00:00,40.0,high,154.0,5.0,False,
1157,T-6b1dfe,2024-04-14,2024-04-14 04:00:00,4.0,high,87.0,4.0,True,
1158,T-418d3f,2023-06-29,2023-06-29 16:00:00,16.0,medium,84.0,4.0,False,
1159,T-22724b,2024-08-17,2024-08-19 13:00:00,61.0,high,,3.0,False,
1160,T-57b938,2023-07-22,2023-07-24 17:00:00,65.0,high,145.0,,False,
1161,T-9ce175,2024-03-05,2024-03-05 11:00:00,11.0,medium,164.0,,False,
1162,,2024-12-14,2024-12-15 20:00:00,44.0, high    ,88.0,3.0,,
1163,T-fbc3c3,2023-03-17,2023-03-18 15:00:00,39.0,urgent,51.0,,False,
1164,T-383e2b,2024-12-24,2024-12-24 17:00:00,17.0,urgent,140.0,,,
1165,T-8cb85f,2023-05-07,2023-05-07 10:00:00,10.0,urgent,34.0,4.0,False,
1166, T-2b566c    ,2024-09-08,2024-09-10 22:00:00,70.0,Medium,167.0,,False,
1167,T-f93d8a,2023-12-23,2023-12-23 08:00:00,8.0,medium,41.0,,False,
1168,T-1374f5,2024-10-18,2024-10-19 02:00:00,26.0,medium,59.0,4.0,False,
1169,T-4adbf1,2023-03-22,2023-03-24 05:00:00,53.0,urgent,169.0,,False,
1170,T-67bfa4,2024-04-23,2024-04-24 13:00:00,37.0,urgent,75.0,4.0,,
1171,T-9f2d91,2024-09-20,,18.0,low,110.0,,False,
1172,T-320686,2023-03-10,2023-03-10 08:00:00,8.0,high,170.0,,False,
1173,T-a838f4,2024-05-22,,69.0,medium,159.0,4.0,False,
1174,T-d9f5fb,2024-06-28,2024-06-30 15:00:00,63.0,urgent,86.0,4.0,False,
1175,t-4dc68c,2024-04-12,2024-04-12 14:00:00,14.0,low,174.0,,False,
1176,T-5ef304,2024-01-18,2024-01-19 20:00:00,44.0,low,139.0,4.0,False,
1177,T-cfec7f,2023-08-22,,,medium,75.0,4.0,False,
1178,T-9b3a8d,2024-04-21,2024-04-21 21:00:00,21.0,urgent,90.0,4.0,False,
1179,T-706e49,2024-03-16,2024-03-18 10:00:00,58.0,low,124.0,,False,
1180,T-a9e396,,2023-03-30 06:00:00,,,124.0,,False,
1181,T-9df65f,2024-06-29,2024-06-30 12:00:00,36.0,urgent,8.0,,False,
1182,T-0e9c68,2023-10-31,2023-11-01 21:00:00,,urgent,125.0,,False,
1183,T-ff4462,2024-07-23,2024-07-23 03:00:00,3.0,high,140.0,,False,
1184,T-e8df78,2024-12-01,2024-12-01 03:00:00,3.0,low,52.0,3.0,False,
1185,T-082788,2023-12-14,,6.0,urgent,,,False,
1186,T-41c4aa,2023-10-31,,11.0,,,,False,
1187,T-559617,,2023-07-15 20:00:00,20.0,,30.0,,False,
1188,T-91b90d,2024-12-26,2024-12-26 17:00:00,17.0,high,109.0,4.0,,
1189,T-9f53ca,2024-01-23,2024-01-24 05:00:00,29.0,high,157.0,,,
1190,T-aba492,,2023-09-14 09:00:00,9.0,low,36.0,,False,
1191,T-b1c40d,2023-04-05,,13.0,low,37.0,4.0,False,
1192,T-b68fa5,2023-10-13,2023-10-13 11:00:00,,medium,101.0,,False,
1193,T-13b65c,2024-04-24,2024-04-24 18:00:00,18.0,urgent,135.0,,True,
1194,T-2c42d0,2023-07-06,2023-07-06 01:00:00,1.0,urgent,144.0,3.0,False,
1195,T-583d4d,2023-05-12,2023-05-13 14:00:00,38.0,medium,91.0,5.0,False,
1196,T-19c13c,2023-04-27,2023-04-27 13:00:00,13.0,urgent,177.0,,False,
1197,T-671909,2023-05-05,2023-05-07 10:00:00,58.0,medium,60.0,5.0,False,
1198,T-cdecbd,2024-12-08,2024-12-08 12:00:00,12.0,low,133.0,3.0,False,
1199,T-8934e8,2024-04-22,2024-04-24 23:00:00,71.0,medium,49.0,,False,
1200,T-9d9a08,,2024-03-24 18:00:00,66.0,urgent,105.0,3.0,False,
1201,T-27d2a6,,2024-04-22 07:00:00,31.0,low,102.0,,False,
1202,T-f5bee9,2023-07-18,2023-07-20 03:00:00,51.0,low,124.0,3.0,False,
1203,T-4f404a,2024-03-07,2024-03-07 02:00:00,2.0,high,115.0,,False,
1204,T-454D17,2023-09-01,2023-09-01 17:00:00,17.0, urgent    ,90.0,3.0,False,
1205,T-61208e,2024-10-09,2024-10-11 19:00:00,67.0,medium,3.0,4.0,False,
1206,T-3e18cf,2024-09-27,2024-09-29 12:00:00,60.0,high,152.0,,False,
1207,T-ead922,2024-06-03,2024-06-03 06:00:00,6.0,urgent,16.0,5.0,False,
1208,T-da4f37,2024-09-01,2024-09-01 09:00:00,9.0,low,161.0,4.0,False,
1209,t-0e6a8b,2024-06-23,2024-06-25 23:00:00,71.0,MEDIUM,66.0,4.0,False,
1210,T-A1BCEB,2023-09-24,2023-09-25 17:00:00,,high,105.0,,False,
1211,T-57367e,2024-12-06,,63.0,HIGH,39.0,,False,
1212,T-0aeed3,2024-06-27,2024-06-28 00:00:00,24.0,low,151.0,,False,
1213,T-60c7c9,2023-10-17,2023-10-18 04:00:00,28.0,low,45.0,,False,
1214,T-c67fd7,2024-06-28,2024-06-30 05:00:00,53.0,urgent,30.0,,False,
1215,T-2521f4,2024-08-28,2024-08-28 14:00:00,,urgent,13.0,,False,
1216,T-2066b3,2023-05-19,2023-05-21 02:00:00,50.0,urgent,87.0,3.0,True,
1217, T-47940c    ,2024-11-22,2024-11-23 18:00:00,42.0,,34.0,3.0,False,
1218,T-c17382,2024-05-10,2024-05-10 04:00:00,4.0,urgent,89.0,3.0,False,
1219,T-574fcf,2023-03-25,2023-03-26 03:00:00,27.0,,106.0,5.0,False,
1220,T-baea58,2024-08-22,2024-08-23 23:00:00,47.0,low,152.0,4.0,False,
1221,T-136b9e,2023-05-06,2023-05-08 06:00:00,54.0,high,164.0,,,
1222,,2023-05-06,2023-05-06 16:00:00,16.0,high,,5.0,True,
1223,T-2fc301,2024-06-10,2024-06-10 11:00:00,11.0,high,102.0,4.0,False,
1224,T-5F7300,2024-07-25,2024-07-27 11:00:00,59.0,,117.0,,False,
1225,T-d84002,2023-02-16,2023-02-18 11:00:00,59.0,low,2.0,5.0,False,
1226,T-d85104,2024-06-18,2024-06-18 23:00:00,23.0,low,151.0,5.0,False,
1227,T-b6eb59,2024-09-07,2024-09-07 17:00:00,17.0,medium,4.0,,False,
1228,,2024-02-27,2024-02-28 20:00:00,44.0,urgent,56.0,,False,
1229,T-da4869,2023-09-11,2023-09-11 12:00:00,12.0,medium,,5.0,False,
1230,T-81B73D,2023-01-28,2023-01-30 13:00:00,61.0, medium    ,9.0,,False,
1231,T-a6e8f4,2024-02-16,2024-02-18 20:00:00,,low,172.0,,False,
1232,T-6b989d,2024-09-06,2024-09-08 17:00:00,65.0,high,,,False,
1233,T-2694CC,2023-07-03,2023-07-05 03:00:00,51.0,HIGH,124.0,3.0,False,
1234,T-60bb06,2024-11-20,2024-11-22 08:00:00,,low,144.0,,False,
1235,T-e733d2,2023-05-09,2023-05-11 05:00:00,53.0,low,133.0,,False,
1236,T-1103cb,2024-08-01,2024-08-01 05:00:00,5.0,low,113.0,5.0,False,
1237,T-7a5dca,2023-11-02,2023-11-04 19:00:00,67.0,high,28.0,,False,
1238,T-9b4be2,2024-04-08,2024-04-09 18:00:00,42.0,LOW,,5.0,False,
1239,T-4d5634,2024-11-04,2024-11-06 23:00:00,71.0,medium,76.0,3.0,True,
1240,T-06d051,2024-01-24,2024-01-24 01:00:00,1.0,medium,94.0,,False,
1241,T-f62fdf,2023-02-24,2023-02-24 12:00:00,12.0,high,23.0,4.0,False,
1242,T-f255e4,2023-01-08,2023-01-09 05:00:00,29.0,medium,146.0,3.0,False,
1243,t-fad580,2023-12-04,2023-12-06 09:00:00,57.0,,103.0,3.0,,
1244,t-1dd5b9,2023-08-08,2023-08-08 02:00:00,2.0,high,74.0,,False,
1245,T-7d4d61,2024-06-11,2024-06-13 23:00:00,71.0,urgent,75.0,5.0,False,
1246,T-659542,2024-03-18,2024-03-18 13:00:00,13.0,low,167.0,4.0,False,
1247,T-742d41,2024-09-27,2024-09-27 09:00:00,9.0,medium,63.0,5.0,False,
1248,T-b72962,2024-04-25,2024-04-27 13:00:00,61.0,medium,128.0,,False,
1249,T-fb779c,2024-04-09,2024-04-11 19:00:00,67.0,urgent,89.0,,False,
1250,T-b43d8e,2024-12-09,2024-12-09 20:00:00,20.0,,84.0,,False,
1251,T-204881,2024-07-24,2024-07-25 04:00:00,28.0,urgent,80.0,5.0,False,
1252,T-3d5a91,2024-09-12,2024-09-12 06:00:00,6.0,urgent,78.0,5.0,False,
1253,T-3aa7e7,2024-02-28,,33.0,low,96.0,,False,
1254,T-c195e0,2024-10-15,2024-10-16 13:00:00,37.0,high,4.0,3.0,False,
1255,T-7dc53f,2024-02-04,2024-02-04 19:00:00,19.0,low,86.0,,False,
1256,T-1b9c71,2023-02-11,2023-02-13 04:00:00,52.0,high,,,False,
1257,T-921d17,2023-05-23,,24.0,low,50.0,4.0,False,
1258,T-16a224,2024-07-05,2024-07-06 13:00:00,37.0,medium,134.0,,False,
1259,T-95e4a6,2024-11-15,2024-11-16 20:00:00,44.0,high,128.0,5.0,False,
1260,T-c014ff,2023-03-21,2023-03-23 02:00:00,50.0,low,68.0,,False,
1261,T-ca352f,2024-04-24,,31.0,high,140.0,4.0,False,
1262,T-83656f,2023-12-19,2023-12-20 10:00:00,34.0,low,33.0,4.0,False,
1263,T-863c07,2023-04-07,2023-04-08 18:00:00,42.0,,12.0,3.0,False,
1264,T-aeb97e,2023-05-15,,1.0,medium,151.0,,False,
1265,T-56fa73,2023-05-03,2023-05-05 23:00:00,71.0,low,49.0,4.0,False,
1266,T-519f79,2024-07-09,2024-07-09 13:00:00,13.0,low,176.0,3.0,False,
1267,T-5B3664,2024-08-05,2024-08-05 08:00:00,8.0,Low,60.0,,False,
1268,T-db5a57,2024-10-17,2024-10-18 22:00:00,46.0,high,43.0,5.0,False,
1269,T-b52bf0,2023-11-03,2023-11-04 10:00:00,34.0,high,157.0,4.0,False,
1270,T-3b9875,,2024-05-11 04:00:00,52.0,urgent,168.0,,False,
1271,T-ba77b3,2023-10-31,2023-11-01 00:00:00,24.0,,136.0,,False,
1272,T-762c9d,2024-05-11,2024-05-12 07:00:00,31.0,high,118.0,,False,
1273,,2024-03-31,2024-04-01 21:00:00,45.0,low,37.0,,False,
1274,T-49e4f6,2024-10-22,2024-10-24 09:00:00,57.0,high,46.0,,False,
1275,T-5bca42,2023-02-11,2023-02-11 18:00:00,18.0,low,62.0,,False,
1276,T-a2a84a,2023-03-30,2023-03-31 21:00:00,45.0,,36.0,4.0,False,
1277,T-53a3f9,2024-12-10,2024-12-10 19:00:00,19.0,high,118.0,,False,
1278,T-dc9ef3,2023-06-21,2023-06-23 16:00:00,64.0,urgent,63.0,,False,
1279,,2024-01-31,2024-02-02 01:00:00,49.0,urgent,7.0,,False,
1280,T-c18da8,2024-07-19,2024-07-19 02:00:00,2.0,high,91.0,,False,
1281,T-4630ac,2023-07-20,,33.0,urgent,,,False,
1282,T-d65b5b,2024-03-06,2024-03-07 23:00:00,,medium,103.0,,False,
1283,T-539103,2023-06-19,2023-06-21 20:00:00,68.0,urgent,134.0,3.0,,
1284,,2023-07-05,2023-07-07 02:00:00,50.0,urgent,12.0,,False,
1285,T-8416bb,2024-02-20,2024-02-22 12:00:00,60.0,high,165.0,,False,
1286,T-42efc2,2024-01-08,2024-01-08 23:00:00,23.0,high,159.0,,False,
1287,T-0171b1,2024-05-09,2024-05-11 06:00:00,,high,153.0,4.0,False,
1288,T-93c07c,2024-08-01,2024-08-01 08:00:00,8.0,low,152.0,4.0,False,
1289,T-6ba61d,2024-08-15,2024-08-17 18:00:00,66.0,high,165.0,,,
1290,T-d466fd,2024-05-06,2024-05-06 02:00:00,2.0,high,122.0,,False,
1291,T-04c2d4,2023-08-15,2023-08-16 13:00:00,37.0,low,86.0,,False,
1292,T-a6af13,2024-12-02,2024-12-03 11:00:00,35.0,low,,,False,
1293,,2023-10-17,2023-10-18 19:00:00,43.0,medium,160.0,,,
1294,T-ede109,,2023-02-02 21:00:00,69.0,medium,165.0,,False,
1295,T-578a17,2024-02-21,2024-02-24 00:00:00,72.0,low,133.0,,True,
1296,T-10521d,2024-02-20,2024-02-21 04:00:00,28.0,,110.0,3.0,False,
1297, T-6816fd    ,2024-10-23,2024-10-23 16:00:00,16.0,Medium,28.0,3.0,False,
1298,T-5d5c80,2024-04-12,2024-04-12 10:00:00,10.0,urgent,153.0,4.0,False,
1299,T-454c29,2023-03-14,2023-03-15 22:00:00,46.0,urgent,176.0,,False,
1300,T-6bfc83,2023-12-26,2023-12-28 01:00:00,49.0,URGENT,59.0,4.0,False,
1301,T-74476f,2023-05-22,2023-05-24 05:00:00,,low,,,False,
1302,T-a89311,2023-11-07,2023-11-09 17:00:00,65.0,urgent,93.0,4.0,False,
1303,T-b9e950,2023-10-12,2023-10-12 11:00:00,11.0,low,151.0,4.0,False,
1304,T-c4a1cf,2024-05-16,2024-05-17 19:00:00,43.0,urgent,,3.0,False,
1305,,2024-03-30,2024-03-31 06:00:00,30.0,,47.0,3.0,False,
1306,T-82577a,2024-02-19,2024-02-19 13:00:00,13.0,low,117.0,,False,
1307,T-116765,2024-05-23,2024-05-23 20:00:00,20.0,urgent,65.0,4.0,False,
1308,T-2ac4b6,2023-07-09,,22.0,low,36.0,3.0,False,
1309,T-bdc16a,2023-03-01,2023-03-03 03:00:00,51.0,high,53.0,5.0,False,
1310,T-D03843,2024-01-25,2024-01-25 18:00:00,18.0,Urgent,14.0,,False,
1311,T-17f85e,2024-02-24,2024-02-25 11:00:00,35.0,urgent,133.0,3.0,False,
1312,T-ce4793,2024-11-01,2024-11-03 18:00:00,66.0,urgent,,4.0,False,
1313, T-c7e31c    ,2024-07-09,2024-07-11 06:00:00,54.0, high    ,179.0,,False,
1314,T-d3800a,2023-07-04,2023-07-05 03:00:00,27.0,urgent,49.0,,False,
1315,T-50cda9,2024-03-01,2024-03-01 17:00:00,17.0,urgent,117.0,5.0,False,
1316,T-ee1ef3,2024-10-08,2024-10-10 18:00:00,66.0,medium,141.0,3.0,False,
1317,T-0aca85,2024-07-08,2024-07-08 13:00:00,13.0,medium,153.0,4.0,False,
1318, T-22968c    ,2023-05-23,2023-05-24 07:00:00,31.0,low,21.0,,False,
1319,T-f0ac4b,2024-01-17,,56.0,high,,3.0,True,
1320,T-f660fd,2024-02-21,2024-02-23 15:00:00,63.0,urgent,,,False,
1321,T-772188,2024-08-03,2024-08-03 10:00:00,10.0,urgent,,5.0,False,
1322,T-b181e3,2023-10-26,2023-10-28 21:00:00,69.0,urgent,25.0,,,
1323,T-d01651,2023-11-28,2023-11-30 04:00:00,52.0,urgent,61.0,5.0,False,
