,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,account_id,customer_id
2369,Female,30.0,Canada,London,Individual,10.0,Referral,Monthly,4.0,4.0,17.299548872052465,3.0,,7.0,70.0,700.0,Card,0.0,No,No,1.0,25.0700686119743,Technical,4.0,0.0,0.18,0.13,2.0,Neutral,,,A-1f7acb,
2370,Female,18.0,UK,Dhaka,SME,10.0,Referral,Quarterly,25.0,3.0,12.231385336760196,5.0,-0.06,3.0,10.0,100.0,Card,0.0,No,No,0.0,9.334323948017772,Billing,4.0,0.0,0.86,0.11,55.0,Satisfied,,0.0,A-7f8241,
2371,Female,37.0,Germany,New York,,44.0,Referral,Monthly,,4.0,19.795477662032887,4.0,0.01,7.0,20.0,880.0,PayPal,0.0,No,No,1.0,38.35936934435317,Service,4.0,0.0,0.34,0.1,-33.0,Satisfied,,0.0,A-96bbc6,
2372,Female,74.0,Australia,Sydney,SME,54.0,Mobile,Monthly,34.0,2.0,13.813006547452126,6.0,-0.08,8.0,50.0,2700.0,Card,0.0,No,No,0.0,12.800993705560517,Service,3.0,1.0,0.66,0.44,14.0,Neutral,3.0,0.0,A-de58ca,
2373,Female,64.0,Australia,London,Individual,55.0,Web,Monthly,10.0,5.0,20.1310200756408,2.0,0.15,2.0,70.0,3850.0,Card,1.0,Yes,No,0.0,13.368334517014908,Technical,5.0,0.0,0.57,0.1,-53.0,Neutral,2.0,1.0,A-94d3da,
2374,Female,63.0,Germany,Sydney,Individual,18.0,Web,Monthly,18.0,1.0,17.32441970532573,7.0,-0.04,17.0,10.0,180.0,Card,,No,,0.0,4.487356594445672,Technical,4.0,0.0,0.3,0.31,4.0,Unsatisfied,,0.0,A-1ac5e0,
2375,Female,25.0,Bangladesh,Toronto,Individual,47.0,Referral,Monthly,7.0,2.0,5.075141679743046,5.0,0.09,6.0,20.0,940.0,Card,0.0,No,No,3.0,28.073112911165584,Technical,5.0,1.0,0.13,0.07,-16.0,Satisfied,0.0,0.0,A-d4e0d4,
2376,Male,27.0,USA,,Enterprise,55.0,Web,Monthly,16.0,,15.064335524133012,4.0,,13.0,70.0,3850.0,Card,1.0,No,,2.0,12.222447820557433,,5.0,0.0,0.44,0.39,0.0,Satisfied,0.0,0.0,A-9779ad,
2377,,26.0,,Toronto, Individual    ,23.0,Web,Quarterly,27.0,4.0,14.998440745098389,4.0,-0.16,9.0,,230.0,PayPal,0.0,Yes,no,0.0,7.593901162186018,Technical,5.0,0.0,0.36,0.16,55.0,Satisfied,0.0,0.0,,
2378,Male,66.0,Germany,Sydney,Enterprise,18.0,Web,Monthly,20.0,4.0,12.715719689017428,3.0,0.06,8.0,30.0,540.0,Card,0.0,Yes,No,1.0,33.106024281147214,Technical,3.0,0.0,0.71,0.35,38.0,Neutral,0.0,0.0,A-40906c,
2379,Female,,Australia,Delhi,SME,35.0,Web,Quarterly,10.0,2.0,18.877078111735763,5.0,-0.07,16.0,10.0,350.0,Bank Transfer,2.0,No,No,0.0,23.04715613314599,,3.0,0.0,0.51,0.19,-9.0,Satisfied,0.0,0.0,A-ac85cd,
2380,Female,20.0,UK,Dhaka,SME,3.0,Referral,Quarterly,5.0,3.0,8.844839409575718,5.0,0.08,3.0,20.0,60.0,Card,,No,No,2.0,46.799041540345016,Technical,3.0,0.0,0.52,0.38,50.0,Unsatisfied,0.0,0.0,A-98a59a,
2381,Male,28.0,Bangladesh,,SME,1.0,Web,Monthly,16.0,1.0,25.78599915803058,8.0,-0.14,11.0,20.0,20.0,Card,1.0,No,No,3.0,41.587154339863375,Technical,,0.0,0.4,0.4,20.0,Satisfied,4.0,0.0,A-86902e,
2382, Female    ,29.0,,London,,17.0,Web,,22.0,7.0,5.355284132140159,7.0,-0.03,2.0,10.0,170.0,Card,0.0,No,NO,0.0,16.913490433055184,,,,0.2,0.16,,Unsatisfied,1.0,0.0,A-FFC04F,
2383,Female,27.0,USA,,Individual,42.0,Referral,Quarterly,28.0,4.0,5.161532518518399,3.0,0.08,11.0,50.0,2100.0,Card,0.0,No,No,1.0,28.964238679318814,Billing,3.0,0.0,0.28,0.47,13.0,Satisfied,1.0,,A-df10db,
2384,Male,42.0,australia,Toronto,Individual,59.0,Web,Yearly,12.0,0.0,19.10645247792746,1.0,0.07,4.0,50.0,,Bank Transfer,2.0,No, No    ,0.0,43.27750993089933,Technical,2.0,1.0,0.37,0.5,42.0,Satisfied,0.0,,,
2385,Female,66.0,Canada,Dhaka,SME,6.0,Referral,Monthly,12.0,1.0,30.054936371920768,2.0,-0.12,0.0,10.0,60.0,Card,0.0,No,,1.0,15.163642063668586,Technical,3.0,0.0,0.17,0.07,46.0,Satisfied,2.0,0.0,A-1ac5e0,
2386,Female,66.0,USA,Delhi,SME,57.0,Web,Quarterly,41.0,2.0,,6.0,0.06,21.0,10.0,570.0,PayPal,0.0,Yes,No,0.0,,Technical,,0.0,0.12,0.48,59.0,Satisfied,1.0,0.0,A-5c046d,
2387,Female,42.0,USA,Berlin,Individual,,Mobile,Quarterly,19.0,4.0,18.20351306567428,8.0,0.08,0.0,50.0,2850.0,Bank Transfer,0.0,No,No,1.0,30.939947444123543,Technical,5.0,0.0,0.26,0.19,14.0,Satisfied,1.0,0.0,A-afa505,
2388,,28.0,Canada,New York,SME,11.0,Web,Yearly,29.0,7.0,22.59158783210828,7.0,-0.19,6.0,20.0,220.0,Card,0.0,No,Yes,0.0,30.21720703805985,Technical,3.0,0.0,0.68,0.08,61.0,Unsatisfied,1.0,0.0,A-b11cd0,
2389,Female,71.0,Canada,,Individual,14.0,Mobile,Yearly,7.0,4.0,13.428834575082158,4.0,-0.23,13.0,30.0,420.0,Card,0.0,Yes,No,2.0,14.29097861272214,Billing,2.0,0.0,0.16,0.42,41.0,Satisfied,0.0,0.0,A-c222ab,
2390,Female,53.0,Bangladesh,Dhaka,Individual,49.0,Web,Monthly,23.0,5.0,11.335887510280426,8.0,0.11,0.0,70.0,3430.0,Card,0.0,No,No,0.0,24.33372339879761,,2.0,0.0,0.51,0.36,78.0,Neutral,2.0,0.0,A-02cd81,
2391,Female,56.0,Bangladesh,London,Individual,28.0,Referral,Monthly,27.0,2.0,24.014316831707475,3.0,,6.0,10.0,280.0,Card,1.0,Yes,No,2.0,,Billing,3.0,,0.28,0.19,-76.0,Neutral,1.0,0.0,A-72799b,
2392,Female,70.0,USA,Toronto,Individual,39.0,Web,Quarterly,20.0,0.0,17.37296747288197,5.0,0.03,1.0,10.0,390.0,Card,1.0,No,Yes,0.0,24.04629675514784,Technical,,0.0,0.37,0.04,61.0,Neutral,1.0,0.0,A-bb1eaa,
2393,MALE,43.0,UK,New York,Individual,54.0,Web, Monthly    ,2.0,,18.862283870408618,6.0,-0.0,24.0,30.0,1620.0,Card,0.0,No,no,1.0,22.390196369593603,Technical,4.0,0.0,0.37,0.43,34.0,Unsatisfied,1.0,0.0,,
2394,male,31.0,Germany,London,individual,,,,10.0,0.0,6.16965067300144,3.0,-0.06,6.0,20.0,720.0,,0.0,No,NO,2.0,24.368945905914742,Service,2.0,1.0,0.69,0.04,,,1.0,1.0,,
2395,Female,56.0,,Toronto,Individual,11.0,Web,Quarterly,23.0,,18.104117828030287,2.0,0.25,6.0,50.0,550.0,Card,0.0,No,No,1.0,,,5.0,0.0,0.88,0.46,-16.0,Satisfied,0.0,1.0,A-337bc1,
2396,Female,73.0,USA,Delhi,Individual,51.0,Mobile,Quarterly,4.0,3.0,21.70223301899631,6.0,-0.13,9.0,100.0,5100.0,Bank Transfer,0.0,No,,1.0,29.643514810199548,Service,5.0,0.0,0.89,0.49,52.0,Satisfied,,0.0,A-d40bf7,
2397,Male,57.0,UK,Dhaka,Individual,41.0,Mobile,Quarterly,45.0,0.0,18.41578618928788,3.0,-0.1,5.0,30.0,1230.0,PayPal,1.0,No,No,,35.77337692212063,Technical,4.0,0.0,0.15,0.37,57.0,Unsatisfied,3.0,0.0,A-4814a3,
2398,Male,,Canada,Sydney,Individual,58.0,Web,Monthly,31.0,0.0,18.69449380721591,4.0,0.12,32.0,50.0,2900.0,Card,0.0,No,No,1.0,21.13385750404443,,3.0,1.0,0.87,0.21,42.0,Satisfied,0.0,0.0,A-b11cd0,
2399,Female,73.0,,Dhaka,Individual,53.0,Web,Yearly,4.0,6.0,26.346956155096123,3.0,0.07,12.0,20.0,1060.0,PayPal,1.0,No,,1.0,26.051856292155584,,4.0,0.0,0.32,0.16,77.0,Unsatisfied,0.0,0.0,A-e693b6,
2400,,71.0,USA,Berlin,Individual,40.0,Referral,Monthly,22.0,3.0,18.946625207520235,6.0,0.04,18.0,50.0,,Card,1.0,No,No,,32.81319878600356,,3.0,1.0,0.14,0.48,15.0,Neutral,0.0,0.0,A-de58ca,
2401,Female,21.0,Australia,Berlin,Individual,52.0,,Monthly,20.0,6.0,23.32543165720464,4.0,0.06,1.0,10.0,520.0,Bank Transfer,0.0,Yes,No,0.0,34.695845913402714,Billing,4.0,0.0,0.19,0.45,31.0,Neutral,2.0,0.0,A-3932db,
2402,Male,47.0,UK,Dhaka,Individual,4.0,Web,Quarterly,30.0,5.0,,8.0,-0.07,21.0,70.0,280.0,Card,0.0,No,No,1.0,15.143772643255415,Service,3.0,0.0,0.54,0.15,-20.0,Satisfied,2.0,,A-2e3bad,
2403,Male,29.0,Australia,Delhi,SME,48.0,Mobile,Yearly,0.0,0.0,11.081068801472917,5.0,-0.14,6.0,20.0,960.0,Card,1.0,No,No,0.0,15.892568118782354,Service,4.0,0.0,0.26,0.47,24.0,Satisfied,0.0,,A-54d94a,
2404,Male,73.0,Australia,Sydney,Individual,6.0,Web,Quarterly,21.0,3.0,16.800771219202346,3.0,0.25,10.0,20.0,120.0,Card,0.0,No,Yes,1.0,27.23599415031387,Service,3.0,0.0,0.71,,-53.0,Unsatisfied,0.0,0.0,A-fa3095,
2405,Male,52.0,USA,New York,Individual,38.0,Mobile,Quarterly,7.0,6.0,19.05579269287564,3.0,-0.15,9.0,30.0,1140.0,Card,2.0,Yes,No,2.0,14.750142320598252,,3.0,1.0,0.47,0.39,65.0,Neutral,0.0,0.0,A-970c97,
2406,Female,,UK,Sydney,Individual,19.0,Web,Quarterly,24.0,2.0,1.0,6.0,-0.28,9.0,50.0,950.0,,0.0,Yes,No,0.0,22.70250596297118,,3.0,0.0,0.14,0.36,-77.0,Satisfied,0.0,0.0,A-1f559b,
2407,Male,69.0,Australia,Delhi,Individual,31.0,Referral,Monthly,9.0,,16.31986967608946,4.0,-0.09,11.0,20.0,620.0,Card,0.0,No,Yes,0.0,23.513428274188215,Billing,3.0,0.0,0.13,0.24,61.0,Neutral,0.0,0.0,A-b48f73,
2408,Male,48.0,Bangladesh,Toronto,SME,2.0,Web,Quarterly,33.0,1.0,23.467598288371544,4.0,0.14,2.0,50.0,100.0,Card,0.0,No,No,1.0,33.83200224013419,,3.0,0.0,0.85,0.36,-36.0,Neutral,2.0,0.0,A-00bed1,
2409,Female,55.0,Bangladesh,Dhaka,Individual,43.0,Web,Monthly,23.0,1.0,8.553616074800448,4.0,-0.28,7.0,70.0,3010.0,PayPal,1.0,No,,2.0,18.42534257427623,,3.0,0.0,0.86,0.45,75.0,Satisfied,0.0,1.0,a-4d1e75,
2410,Male,60.0,UK,,Individual,25.0,Referral,Yearly,1.0,2.0,7.323631932789651,4.0,-0.11,2.0,50.0,1250.0,Card,1.0,No,,1.0,36.59091633325186,,4.0,0.0,,0.42,-9.0,Neutral,3.0,0.0,A-0354fe,
2411,Male,40.0,Germany,Dhaka,Individual,50.0,Web,Monthly,,0.0,17.396386306876742,8.0,0.16,1.0,100.0,5000.0,PayPal,0.0,No,No,2.0,26.16588989827513,Billing,2.0,1.0,0.9,0.46,13.0,Satisfied,2.0,0.0,A-bcbe98,
2412,Female,21.0,India,Dhaka,Individual,41.0,Web,,24.0,1.0,6.973181926783337,4.0,-0.17,12.0,50.0,2050.0,Card,0.0,No,No,2.0,37.726285217022365,Technical,1.0,,0.44,,52.0,Neutral,0.0,0.0,A-d4e0d4,
2413,Male,96.0,Australia,New York,Individual,23.0,Mobile,Quarterly,73.0,8.0,12.0,15.0,1.0,36.0,50.0,6702.0,,2.0,No,No,4.0,56.0,Billing,0.0,2.0,1.0,0.0,123.0,Neutral,4.0,1.0,A-b9eed8,
2414,Female,33.0,Australia,Berlin,SME,11.0,Mobile,Monthly,,1.0,11.393949868868985,8.0,0.02,0.0,30.0,330.0,Card,1.0,Yes,No,0.0,23.465802862436263,Billing,3.0,0.0,0.35,,20.0,Neutral,1.0,0.0,A-c58f49,
2415,female,24.0,Uk,Delhi,Individual,46.0,Web,,13.0,0.0,19.74614133739689,8.0,0.03,12.0,,460.0,Card,0.0,No,No,1.0,,,4.0,2.0,0.11,0.29,60.0,Satisfied,0.0,0.0,a-fd9422,
2416,Female,,Bangladesh,Toronto,Individual,40.0,Web,Monthly,32.0,5.0,8.615027940722802,,0.11,2.0,70.0,2800.0,Bank Transfer,,,No,1.0,24.91638843783452,Billing,,0.0,0.2,0.19,-7.0,Satisfied,0.0,0.0,A-157070,
2417,Female,46.0,India,Delhi,SME,59.0,Mobile,Monthly,30.0,3.0,29.134358918599155,4.0,-0.17,7.0,20.0,1180.0,Card,0.0,Yes,Yes,1.0,35.14169320395097,,4.0,0.0,0.68,0.21,-40.0,Unsatisfied,4.0,0.0,A-054577,
2418,Male,28.0,Germany,London,SME,45.0,Web,Yearly,24.0,6.0,30.457573838001014,4.0,0.16,2.0,30.0,1350.0,Card,1.0,No,,,1.0,Billing,4.0,0.0,0.36,0.42,,Satisfied,1.0,0.0,A-d4e0d4,
2419,Female,73.0,Australia,,SME,42.0,Referral,Monthly,11.0,2.0,22.89172406229855,9.0,-0.16,11.0,30.0,1260.0,Card,0.0,Yes,No,0.0,17.51597071749498,Technical,4.0,1.0,0.72,0.21,-52.0,Satisfied,0.0,0.0,A-cbbe12,
2420,Male,50.0,USA,London,Individual,55.0,Web,Quarterly,14.0,5.0,10.220300477242416,5.0,-0.05,1.0,20.0,1100.0,,0.0,,No,1.0,11.328325643711985,,2.0,0.0,0.35,0.13,46.0,Satisfied,0.0,0.0,,
2421,Male,46.0,Bangladesh,Berlin,Individual,44.0,Referral,Quarterly,17.0,1.0,,,,8.0,70.0,,Card,0.0,No,No,1.0,24.22060048201755,,,0.0,0.78,0.14,-4.0,Satisfied,3.0,0.0,A-4a4c2d,
2422,Male,56.0,UK,Sydney,Individual,21.0,Web,,9.0,0.0,,5.0,0.08,26.0,50.0,1050.0,Card,2.0,Yes,NO,1.0,21.297216955780417,Technical,3.0,0.0,0.52,0.19,-8.0,Unsatisfied,,0.0, A-94c3cd    ,
2423,,29.0,UK,New York,SME,3.0,Web,Quarterly,26.0,5.0,24.14328831759624,4.0,-0.22,13.0,20.0,60.0,Card,0.0,No,No,1.0,15.921654061195577,Service,3.0,0.0,0.8,0.06,36.0,Neutral,0.0,0.0,A-cd458b,
2424,Male,24.0,Bangladesh,Dhaka,Individual,2.0,Web,Quarterly,16.0,1.0,15.823932194052386,2.0,0.26,13.0,20.0,40.0,Card,0.0,Yes,,1.0,,Technical,4.0,0.0,0.64,0.07,40.0,Neutral,1.0,0.0,A-d4e0d4,
2425,,72.0,Australia,Berlin,Individual,11.0,Web,Monthly,18.0,0.0,14.376359416691916,5.0,-0.02,16.0,30.0,330.0,Card,0.0,Yes,,2.0,9.624840064762171,Technical,4.0,0.0,0.58,0.07,77.0,Unsatisfied,0.0,0.0,A-aa9511,
2426,Male,56.0,Germany,Toronto,,24.0,Web,Quarterly,14.0,7.0,8.68595734518936,3.0,0.14,,,2400.0,PayPal,2.0,No,No,1.0,16.809267012215624,Technical,4.0,0.0,0.32,0.49,51.0,Satisfied,0.0,1.0,A-e43bf7,
2427,Male,59.0,Australia,Toronto,SME,,Web,Monthly,19.0,0.0,21.90282128378124,4.0,-0.16,0.0,50.0,2500.0,Bank Transfer,,No,No,,35.18756213245658,,3.0,0.0,0.45,0.07,51.0,Satisfied,1.0,0.0,A-410e86,
2428,,,bangladesh,London,,24.0,Referral,quarterly,21.0,0.0,18.772143700302745,4.0,-0.06,7.0,20.0,480.0,Card,1.0,Yes,NO,2.0,33.15887586608597,Technical,4.0,1.0,0.46,,55.0,Neutral,3.0,0.0,A-856b1e,
2429,Male,43.0,Canada,New York,SME,,Web,Monthly,14.0,0.0,15.317313510080687,4.0,-0.32,23.0,10.0,210.0,PayPal,0.0,Yes,Yes,0.0,,Service,3.0,0.0,0.61,0.13,12.0,Satisfied,1.0,0.0,A-65c341,
2430,FEMALE,57.0,,London,sme,25.0,Referral,monthly,,2.0,18.01118475554062,3.0,0.15,18.0,10.0,250.0,PayPal,1.0,No,no,1.0,15.83125798001678,Service,3.0,0.0,0.84,0.13,-56.0,Satisfied,0.0,0.0, A-0cc442    ,
2431,Female,26.0,India,Toronto,Individual,4.0,Web,,15.0,5.0,28.52057351687378,4.0,-0.13,,50.0,200.0,Card,1.0,No,No,1.0,,Technical,2.0,0.0,0.6,0.31,-27.0,Unsatisfied,0.0,0.0,A-f19b24,
2432,Female,58.0,Bangladesh,Toronto,,40.0,Mobile,monthly,15.0,3.0,8.630851713306441,4.0,-0.15,3.0,20.0,800.0,Card,3.0,No,NO,1.0,21.266240763146108,,5.0,,0.69,0.03,28.0,Neutral,2.0,0.0,A-7988D1,
2433,Male,51.0,India,Dhaka,Individual,43.0,Referral,Yearly,20.0,2.0,6.1943937943017175,4.0,0.1,1.0,50.0,2150.0,Bank Transfer,0.0,Yes,No,0.0,32.59723446863276,Technical,,0.0,0.47,0.05,2.0,Unsatisfied,0.0,,A-d40bf7,
2434, Female    ,62.0,Bangladesh,Sydney,,47.0,Referral,monthly,0.0,1.0,9.53337600476479,8.0,,19.0,20.0,940.0,Card,2.0,Yes,no,0.0,28.49090526646401,Technical,4.0,0.0,0.65,0.34,47.0,,,1.0,a-6c093d,
2435,FEMALE,30.0,Canada,Dhaka,,23.0,Web,yearly,34.0,2.0,23.41351930109394,2.0,-0.01,8.0,50.0,,PayPal,0.0,No, No    ,0.0,5.844249032660599,Billing,2.0,0.0,0.39,0.4,68.0,Neutral,0.0,0.0, A-9f0b68    ,
2436,Female,72.0,India,Sydney,Individual,,Mobile,Monthly,27.0,2.0,16.95989026902619,4.0,0.29,17.0,10.0,240.0,PayPal,0.0,Yes,Yes,0.0,35.3419783640772,Service,3.0,0.0,0.44,0.37,,Neutral,1.0,0.0,A-671f31,
2437,Male,,India,Dhaka,Individual,21.0,Web,Monthly,21.0,1.0,9.6051494567655,4.0,-0.13,11.0,50.0,1050.0,,1.0,No,Yes,1.0,39.48429461239563,Billing,3.0,0.0,0.63,,23.0,Neutral,0.0,0.0,,
2438,Male,53.0,USA,Sydney,Enterprise,2.0,Web,Monthly,28.0,3.0,18.68783199567028,6.0,-0.11,6.0,20.0,40.0,PayPal,0.0,No,,0.0,31.38225983625835,Technical,5.0,0.0,,0.27,8.0,Satisfied,0.0,0.0,A-02fac6,
2439,Male,42.0,UK,London,Individual,23.0,Mobile,,6.0,2.0,11.523663728650844,7.0,0.16,33.0,20.0,460.0,Card,1.0,No,No,4.0,31.072793156606203,,4.0,1.0,0.61,0.08,18.0,Satisfied,3.0,0.0,A-39868b,
2440,Male,41.0,India,Delhi,Individual,51.0,Web,Monthly,2.0,0.0,16.22096109457643,4.0,-0.16,17.0,10.0,510.0,Bank Transfer,3.0,No,No,1.0,12.321546915822172,Technical,4.0,1.0,0.15,0.05,-26.0,Unsatisfied,0.0,1.0,A-075038,
2441,Female,61.0,UK,New York,Individual,15.0,Web,Monthly,1.0,2.0,,5.0,0.23,,,150.0,Bank Transfer,0.0,Yes,No,3.0,,Technical,3.0,1.0,0.58,0.38,42.0,Neutral,0.0,0.0,A-139c3b,
2442,Female,34.0,Bangladesh,Sydney,SME,58.0,Web,Monthly,24.0,6.0,10.740545699737588,6.0,0.18,36.0,30.0,1740.0,Bank Transfer,1.0,Yes,No,2.0,27.76853876602572,Technical,3.0,0.0,0.8,,-36.0,Neutral,2.0,0.0,A-5a215a,
2443,Female,19.0,,Berlin,Enterprise,26.0,Web,Monthly,21.0,1.0,2.288560949548133,8.0,0.1,1.0,50.0,,PayPal,1.0,No,Yes,0.0,23.53074973254895,,5.0,0.0,0.6,0.16,74.0,Unsatisfied,2.0,0.0,A-b20d99,
2444,Female,30.0,Australia,Sydney,Individual,26.0,Web,Monthly,23.0,,16.691150650876175,6.0,-0.13,19.0,30.0,780.0,PayPal,0.0,Yes,,0.0,32.86536080048984,Technical,3.0,0.0,0.33,0.34,-6.0,Unsatisfied,1.0,0.0,A-4437e4,
2445,Male,48.0,USA,London,SME,,Referral,Monthly,29.0,3.0,13.643397991728502,3.0,0.01,13.0,50.0,1400.0,PayPal,1.0,Yes,No,2.0,43.00670116920372,Billing,5.0,0.0,0.66,0.49,19.0,Neutral,1.0,0.0,A-30b4ca,
2446,Male,46.0,Bangladesh,New York,Individual,59.0,Web,Quarterly,0.0,,10.662121521852008,5.0,-0.02,0.0,20.0,1180.0,PayPal,2.0,No,,1.0,26.46186027511583,,5.0,1.0,0.88,0.11,4.0,Unsatisfied,0.0,1.0,A-2ebb4b,
2447,Male,67.0,Canada,Sydney,Enterprise,26.0,Mobile,Monthly,7.0,2.0,16.7283312561299,3.0,0.03,1.0,10.0,260.0,Bank Transfer,0.0,No,No,2.0,15.609432220260349,,2.0,0.0,0.7,0.07,-15.0,Unsatisfied,0.0,1.0,,
2448,Female,45.0,Germany,Dhaka,Individual,45.0,Mobile,Yearly,13.0,2.0,19.35941921286922,1.0,0.07,28.0,10.0,450.0,Card,1.0,No,No,0.0,23.334057998914247,Billing,4.0,0.0,0.49,0.35,40.0,Neutral,0.0,0.0,A-94c3cd,
2449,Male,44.0,USA,New York,Individual,2.0,Mobile,Quarterly,26.0,6.0,1.0,6.0,-0.06,3.0,30.0,60.0,Card,1.0,Yes,Yes,0.0,45.78694512021829,Technical,4.0,0.0,0.17,,40.0,Satisfied,,1.0,A-8ed5dd,
2450,Male,32.0,USA,Berlin,Individual,35.0,Mobile,Quarterly,21.0,1.0,15.749871197909906,1.0,-0.06,1.0,,700.0,Card,0.0,No,No,0.0,12.2754802399793,Billing,2.0,0.0,0.47,0.29,33.0,Satisfied,0.0,1.0,A-c37cab,
2451,Female,48.0,Bangladesh,,Individual,32.0,Mobile,Monthly,46.0,4.0,14.17667600579451,8.0,0.13,24.0,30.0,960.0,Bank Transfer,0.0,No,No,0.0,35.764808523844664,Technical,2.0,0.0,0.23,0.16,-35.0,Unsatisfied,0.0,1.0,A-4a267b,
2452,Female,57.0,CANADA,,individual,,Web,Quarterly,,4.0,12.38096814861241,3.0,0.37,,30.0,900.0,PayPal,1.0,No, Yes    ,2.0,13.864097930237332,,,0.0,0.68,0.4,10.0,Neutral,1.0,0.0, A-ba6516    ,
2453,Male,32.0,Canada,New York,SME,,Web,Monthly,25.0,5.0,19.561796060103667,3.0,,,20.0,920.0,Card,1.0,Yes,No,0.0,24.286399943161683,Technical,2.0,0.0,0.37,0.32,0.0,Neutral,0.0,0.0,A-1986ca,
2454,Male,50.0,UK,Delhi,Individual,20.0,Referral,Yearly,29.0,6.0,1.923019666753504,5.0,0.13,11.0,30.0,600.0,Card,0.0,Yes,No,1.0,34.46182165645608,Service,4.0,0.0,0.72,0.27,39.0,Satisfied,3.0,0.0,A-5c9849,
2455,Male,37.0,Australia,Sydney,Enterprise,58.0,Referral,Yearly,,2.0,1.0,,0.1,65.0,30.0,1740.0,,0.0,,No,3.0,26.899696577093543,,4.0,0.0,0.79,0.21,17.0,Neutral,1.0,1.0,A-5a215a,
2456,Male,59.0,Bangladesh,,SME,13.0,Mobile,Quarterly,17.0,5.0,3.704363793206319,4.0,0.09,2.0,,260.0,Bank Transfer,1.0,No,No,0.0,32.23003317755769,,5.0,2.0,,0.22,-10.0,Neutral,2.0,0.0,,
2457,Male,29.0,Germany,London,SME,27.0,Web,Quarterly,6.0,0.0,19.964579104724024,2.0,,3.0,50.0,1350.0,Bank Transfer,0.0,No,No,2.0,,Billing,4.0,0.0,0.13,0.42,32.0,Satisfied,0.0,0.0,A-ed510f,
2458,Male,54.0,Australia,Delhi,INDIVIDUAL,23.0,Web, Quarterly    ,26.0,7.0,11.647154503353716,9.0,-0.06,2.0,50.0,1150.0,Card,0.0,Yes, No    ,1.0,24.732307243874438,,4.0,0.0,0.5,0.46,27.0,Neutral,1.0,0.0,a-1ac5e0,
2459,Female,26.0,Germany,Delhi,SME,58.0,Web,Monthly,22.0,2.0,13.277411551898696,,,3.0,10.0,580.0,Card,0.0,Yes,No,1.0,15.310439460890118,Service,4.0,0.0,0.47,0.45,-24.0,Satisfied,1.0,0.0,A-a1b80b,
2460,Female,40.0,,London,SME,,Mobile,Quarterly,25.0,5.0,26.929688593550743,6.0,-0.02,1.0,10.0,160.0,,0.0,No,No,0.0,29.602147760263,,3.0,0.0,0.17,0.28,44.0,Satisfied,,0.0,A-712533,
2461,Female,25.0,India,London,SME,31.0,Mobile,Monthly,33.0,6.0,18.032909625151813,6.0,0.1,18.0,10.0,310.0,Card,0.0,Yes,No,2.0,23.59218619730588,Billing,4.0,1.0,0.52,0.37,-14.0,Satisfied,2.0,0.0,A-bece89,
2462,Male,,India,London,Enterprise,12.0,Mobile,Quarterly,17.0,4.0,22.132407249051955,6.0,0.09,1.0,50.0,600.0,PayPal,0.0,No,No,2.0,,Service,4.0,0.0,0.52,0.32,22.0,Satisfied,1.0,0.0,A-09316c,
2463,Female,65.0,Bangladesh,Delhi,Individual,33.0,Mobile,Monthly,9.0,2.0,14.53086839835741,3.0,-0.34,,,660.0,PayPal,2.0,No,No,2.0,25.98309266401804,,3.0,0.0,0.38,0.1,100.0,Unsatisfied,0.0,,A-ae052e,
2464,Male,31.0,Canada,,Individual,38.0,Web,Monthly,25.0,0.0,,5.0,0.05,8.0,30.0,1140.0,Card,1.0,No,No,1.0,12.120152296989309,Billing,4.0,1.0,0.81,0.47,21.0,Satisfied,1.0,0.0,A-8b0451,
2465,Male,44.0,Canada,,SME,,Mobile,Quarterly,23.0,7.0,13.425000315447164,7.0,0.05,19.0,50.0,2250.0,PayPal,1.0,No,No,0.0,25.29411733767703,Billing,4.0,0.0,0.71,0.32,30.0,Neutral,0.0,0.0,A-7f6b86,
2466,,42.0,USA,Toronto,SME,32.0,Web,Monthly,16.0,,9.18879411849976,3.0,,1.0,20.0,640.0,PayPal,0.0,Yes,No,1.0,24.53455575275501,Technical,3.0,1.0,0.44,0.22,-59.0,Neutral,,0.0,A-9779ad,
2467,Male,30.0,,Delhi,Individual,54.0,Mobile,Quarterly,,2.0,,9.0,0.02,10.0,30.0,1620.0,Card,0.0,,No,1.0,23.59916820741333,Service,4.0,0.0,0.38,0.33,-63.0,Unsatisfied,0.0,0.0,A-69b156,
2468,Male,72.0,Germany,Delhi,Individual,56.0,,Quarterly,23.0,1.0,17.73913032657317,7.0,-0.04,17.0,10.0,560.0,Bank Transfer,0.0,No,No,2.0,27.841635846803584,Service,4.0,1.0,,,68.0,Satisfied,3.0,0.0,A-ad3abd,
2469,Female,38.0,USA,Delhi,SME,2.0,Web,Yearly,28.0,0.0,1.0,,0.16,20.0,70.0,140.0,PayPal,0.0,Yes,No,0.0,12.480439923380736,Billing,4.0,0.0,0.71,,-23.0,Neutral,1.0,0.0,A-d40bf7,
